ts,status,currentCoord,speed,orientation
6.3,4,"[2.25, 0.58125]",0.675,S
6.35,4,"[2.25, 0.5437500000000001]",0.75,S
6.4,4,"[2.25, 0.5]",0.825,S
6.45,4,"[2.25, 0.455]",0.9,S
6.5,4,"[2.25, 0.40625]",0.975,S
6.55,4,"[2.25, 0.35375]",1.05,S
6.6,4,"[2.25, 0.305]",0.975,S
6.65,4,"[2.25, 0.25]",0.9,S
6.7,4,"[2.25, 0.20875]",0.825,S
6.75,4,"[2.25, 0.17124999999999999]",0.75,S
6.8,4,"[2.25, 0.13749999999999998]",0.675,S
6.85,4,"[2.25, 0.10749999999999998]",0.6,S
6.9,4,"[2.25, 0.08124999999999999]",0.525,S
6.95,4,"[2.25, 0.05874999999999998]",0.45,S
7.0,4,"[2.25, 0.03999999999999998]",0.375,S
7.05,4,"[2.25, 0.02499999999999998]",0.3,S
7.1,4,"[2.25, 0.01374999999999998]",0.225,S
7.15,4,"[2.25, 0.0]",0,S
7.2,4,"[2.25, 0.0]",0,S
7.25,4,"[2.25, 0.0]",0,S
7.3,4,"[2.25, 0.0]",0,S
7.35,4,"[2.25, 0.0]",0,S
7.4,4,"[2.25, 0.0]",0,S
7.45,4,"[2.25, 0.0]",0,S
7.5,4,"[2.25, 0.0]",0,S
7.55,4,"[2.25, 0.0]",0,S
7.6,4,"[2.25, 0.0]",0,S
7.65,4,"[2.25, 0.0]",0,S
7.7,4,"[2.25, 0.0]",0,W
7.75,4,"[2.24625, 0.0]",0.075,W
7.8,4,"[2.23875, 0.0]",0.15,W
7.85,4,"[2.2275, 0.0]",0.225,W
7.9,4,"[2.2125, 0.0]",0.3,W
7.95,4,"[2.19375, 0.0]",0.375,W
8.0,4,"[2.17125, 0.0]",0.45,W
8.05,4,"[2.145, 0.0]",0.525,W
8.1,4,"[2.115, 0.0]",0.6,W
8.15,4,"[2.08875, 0.0]",0.525,W
8.2,4,"[2.06625, 0.0]",0.45,W
8.25,4,"[2.0475000000000003, 0.0]",0.375,W
8.3,4,"[2.0325, 0.0]",0.3,W
8.35,4,"[2.02125, 0.0]",0.225,W
8.4,4,"[2.0, 0.0]",0,W
8.45,4,"[2.0, 0.0]",0,W
8.5,4,"[2.0, 0.0]",0,W
8.55,4,"[2.0, 0.0]",0,W
8.6,4,"[2.0, 0.0]",0,W
8.65,4,"[2.0, 0.0]",0,W
8.7,4,"[2.0, 0.0]",0,W
8.75,4,"[2.0, 0.0]",0,W
8.8,4,"[2.0, 0.0]",0,W
8.85,4,"[2.0, 0.0]",0,W
8.9,4,"[2.0, 0.0]",0,W
8.95,4,"[2.0, 0.0]",0,N
9.0,4,"[2.0, 0.00375]",0.075,N
9.05,4,"[2.0, 0.01125]",0.15,N
9.1,4,"[2.0, 0.0225]",0.225,N
9.15,4,"[2.0, 0.0375]",0.3,N
9.2,4,"[2.0, 0.05625]",0.375,N
9.25,4,"[2.0, 0.07875]",0.45,N
9.3,4,"[2.0, 0.10500000000000001]",0.525,N
9.35,4,"[2.0, 0.135]",0.6,N
9.4,4,"[2.0, 0.16875]",0.675,N
9.45,4,"[2.0, 0.20625000000000002]",0.75,N
9.5,4,"[2.0, 0.25]",0.825,N
9.55,4,"[2.0, 0.29125]",0.825,N
9.6,4,"[2.0, 0.32875]",0.75,N
9.65,4,"[2.0, 0.3625]",0.675,N
9.7,4,"[2.0, 0.39249999999999996]",0.6,N
9.75,4,"[2.0, 0.41874999999999996]",0.525,N
9.8,4,"[2.0, 0.44125]",0.45,N
9.85,4,"[2.0, 0.45999999999999996]",0.375,N
9.9,4,"[2.0, 0.475]",0.3,N
9.95,4,"[2.0, 0.48624999999999996]",0.225,N
10.0,4,"[2.0, 0.5]",0.15,N
10.05,4,"[2.0, 0.51125]",0.225,N
10.1,4,"[2.0, 0.52625]",0.3,N
10.15,4,"[2.0, 0.545]",0.375,N
10.2,4,"[2.0, 0.5675]",0.45,N
10.25,4,"[2.0, 0.59375]",0.525,N
10.3,4,"[2.0, 0.62375]",0.6,N
10.35,4,"[2.0, 0.6575]",0.675,N
10.4,4,"[2.0, 0.695]",0.75,N
10.45,4,"[2.0, 0.75]",0.825,N
10.5,4,"[2.0, 0.795]",0.9,N
10.55,4,"[2.0, 0.84375]",0.975,N
10.6,4,"[2.0, 0.89625]",1.05,N
10.65,4,"[2.0, 0.945]",0.975,N
10.7,4,"[2.0, 1.0]",0.9,N
10.75,4,"[2.0, 1.04125]",0.825,N
10.8,4,"[2.0, 1.07875]",0.75,N
10.85,4,"[2.0, 1.1125]",0.675,N
10.9,4,"[2.0, 1.1425]",0.6,N
10.95,4,"[2.0, 1.1687500000000002]",0.525,N
11.0,4,"[2.0, 1.1912500000000001]",0.45,N
11.05,4,"[2.0, 1.2100000000000002]",0.375,N
11.1,4,"[2.0, 1.225]",0.3,N
11.15,4,"[2.0, 1.23625]",0.225,N
11.2,4,"[2.0, 1.25]",0,N
11.25,4,"[2.0, 1.25]",0,N
11.3,4,"[2.0, 1.25]",0,N
11.35,4,"[2.0, 1.25]",0,N
11.4,4,"[2.0, 1.25]",0,N
11.45,4,"[2.0, 1.25]",0,N
11.5,4,"[2.0, 1.25]",0,N
11.55,4,"[2.0, 1.25]",0,N
11.6,4,"[2.0, 1.25]",0,N
11.65,4,"[2.0, 1.25]",0,N
11.7,4,"[2.0, 1.25]",0,N
11.75,4,"[2.0, 1.25]",0,E
11.8,4,"[2.00375, 1.25]",0.075,E
11.85,4,"[2.0075000000000003, 1.25]",0.075,E
11.9,4,"[2.0112500000000004, 1.25]",0.075,E
11.95,4,"[2.0150000000000006, 1.25]",0.075,E
12.0,4,"[2.0187500000000007, 1.25]",0.075,E
12.05,4,"[2.022500000000001, 1.25]",0.075,E
12.1,4,"[2.026250000000001, 1.25]",0.075,E
12.15,4,"[2.030000000000001, 1.25]",0.075,E
12.2,4,"[2.0337500000000013, 1.25]",0.075,E
12.25,4,"[2.0375000000000014, 1.25]",0.075,E
12.3,4,"[2.0412500000000016, 1.25]",0.075,E
12.35,4,"[2.0450000000000017, 1.25]",0.075,E
12.4,4,"[2.048750000000002, 1.25]",0.075,E
12.45,4,"[2.052500000000002, 1.25]",0.075,E
12.5,4,"[2.056250000000002, 1.25]",0.075,E
12.55,4,"[2.0600000000000023, 1.25]",0.075,E
12.6,4,"[2.0637500000000024, 1.25]",0.075,E
12.65,4,"[2.0675000000000026, 1.25]",0.075,E
12.7,4,"[2.0712500000000027, 1.25]",0.075,E
12.75,4,"[2.075000000000003, 1.25]",0.075,E
12.8,4,"[2.078750000000003, 1.25]",0.075,E
12.85,4,"[2.082500000000003, 1.25]",0.075,E
12.9,4,"[2.0862500000000033, 1.25]",0.075,E
12.95,4,"[2.0900000000000034, 1.25]",0.075,E
13.0,4,"[2.0937500000000036, 1.25]",0.075,E
13.05,4,"[2.0975000000000037, 1.25]",0.075,E
13.1,4,"[2.101250000000004, 1.25]",0.075,E
13.15,4,"[2.105000000000004, 1.25]",0.075,E
13.2,4,"[2.108750000000004, 1.25]",0.075,E
13.25,4,"[2.1125000000000043, 1.25]",0.075,E
13.3,4,"[2.1162500000000044, 1.25]",0.075,E
13.35,4,"[2.1200000000000045, 1.25]",0.075,E
13.4,4,"[2.1237500000000047, 1.25]",0.075,E
13.45,4,"[2.127500000000005, 1.25]",0.075,E
13.5,4,"[2.131250000000005, 1.25]",0.075,E
13.55,4,"[2.135000000000005, 1.25]",0.075,E
13.6,4,"[2.1387500000000053, 1.25]",0.075,E
13.65,4,"[2.1425000000000054, 1.25]",0.075,E
13.7,4,"[2.1462500000000055, 1.25]",0.075,E
13.75,4,"[2.1500000000000057, 1.25]",0.075,E
13.8,4,"[2.153750000000006, 1.25]",0.075,E
13.85,4,"[2.157500000000006, 1.25]",0.075,E
13.9,4,"[2.161250000000006, 1.25]",0.075,E
13.95,4,"[2.1650000000000063, 1.25]",0.075,E
14.0,4,"[2.1687500000000064, 1.25]",0.075,E
14.05,4,"[2.1725000000000065, 1.25]",0.075,E
14.1,4,"[2.1762500000000067, 1.25]",0.075,E
14.15,4,"[2.180000000000007, 1.25]",0.075,E
14.2,4,"[2.183750000000007, 1.25]",0.075,E
14.25,4,"[2.187500000000007, 1.25]",0.075,E
14.3,4,"[2.1912500000000072, 1.25]",0.075,E
14.35,4,"[2.1950000000000074, 1.25]",0.075,E
14.4,4,"[2.1987500000000075, 1.25]",0.075,E
14.45,4,"[2.2025000000000077, 1.25]",0.075,E
14.5,4,"[2.206250000000008, 1.25]",0.075,E
14.55,4,"[2.210000000000008, 1.25]",0.075,E
14.6,4,"[2.213750000000008, 1.25]",0.075,E
14.65,4,"[2.2175000000000082, 1.25]",0.075,E
14.7,4,"[2.2212500000000084, 1.25]",0.075,E
14.75,4,"[2.2250000000000085, 1.25]",0.075,E
14.8,4,"[2.2287500000000087, 1.25]",0.075,E
14.85,4,"[2.232500000000009, 1.25]",0.075,E
14.9,4,"[2.236250000000009, 1.25]",0.075,E
14.95,4,"[2.240000000000009, 1.25]",0.075,E
15.0,4,"[2.2437500000000092, 1.25]",0.075,E
15.05,4,"[2.25, 1.25]",0.075,E
15.1,4,"[2.2575, 1.25]",0.15,E
15.15,4,"[2.26875, 1.25]",0.225,E
15.2,4,"[2.28375, 1.25]",0.3,E
15.25,4,"[2.3024999999999998, 1.25]",0.375,E
15.3,4,"[2.3249999999999997, 1.25]",0.45,E
15.35,4,"[2.35125, 1.25]",0.525,E
15.4,4,"[2.3812499999999996, 1.25]",0.6,E
15.45,4,"[2.4149999999999996, 1.25]",0.675,E
15.5,4,"[2.4524999999999997, 1.25]",0.75,E
15.55,4,"[2.5, 1.25]",0.825,E
15.6,4,"[2.545, 1.25]",0.9,E
15.65,4,"[2.59375, 1.25]",0.975,E
15.7,4,"[2.64625, 1.25]",1.05,E
15.75,4,"[2.75, 1.25]",1.125,E
15.8,4,"[2.81, 1.25]",1.2,E
15.85,4,"[2.8737500000000002, 1.25]",1.275,E
15.9,4,"[3.0, 1.25]",1.35,E
15.95,4,"[3.07125, 1.25]",1.425,E
16.0,4,"[3.14625, 1.25]",1.5,E
16.05,4,"[3.25, 1.25]",1.5,E
16.1,4,"[3.325, 1.25]",1.5,E
16.15,4,"[3.4000000000000004, 1.25]",1.5,E
16.2,4,"[3.5, 1.25]",1.5,E
16.25,4,"[3.575, 1.25]",1.5,E
16.3,4,"[3.6500000000000004, 1.25]",1.5,E
16.35,4,"[3.75, 1.25]",1.5,E
16.4,4,"[3.825, 1.25]",1.5,E
16.45,4,"[3.9000000000000004, 1.25]",1.5,E
16.5,4,"[4.0, 1.25]",1.5,E
16.55,4,"[4.075, 1.25]",1.5,E
16.6,4,"[4.15, 1.25]",1.5,E
16.65,4,"[4.25, 1.25]",1.5,E
16.7,4,"[4.325, 1.25]",1.5,E
16.75,4,"[4.4, 1.25]",1.5,E
16.8,4,"[4.5, 1.25]",1.5,E
16.85,4,"[4.575, 1.25]",1.5,E
16.9,4,"[4.65, 1.25]",1.5,E
16.95,4,"[4.75, 1.25]",1.5,E
17.0,4,"[4.825, 1.25]",1.5,E
17.05,4,"[4.9, 1.25]",1.5,E
17.1,4,"[5.0, 1.25]",1.5,E
17.15,4,"[5.075, 1.25]",1.5,E
17.2,4,"[5.15, 1.25]",1.5,E
17.25,4,"[5.25, 1.25]",1.5,E
17.3,4,"[5.325, 1.25]",1.5,E
17.35,4,"[5.4, 1.25]",1.5,E
17.4,4,"[5.5, 1.25]",1.5,E
17.45,4,"[5.575, 1.25]",1.5,E
17.5,4,"[5.65, 1.25]",1.5,E
17.55,4,"[5.75, 1.25]",1.425,E
17.6,4,"[5.8175, 1.25]",1.35,E
17.65,4,"[5.88125, 1.25]",1.275,E
17.7,4,"[6.0, 1.25]",1.2,E
17.75,4,"[6.05625, 1.25]",1.125,E
17.8,4,"[6.108750000000001, 1.25]",1.05,E
17.85,4,"[6.157500000000001, 1.25]",0.975,E
17.9,4,"[6.202500000000001, 1.25]",0.9,E
17.95,4,"[6.25, 1.25]",0.825,E
18.0,4,"[6.2875, 1.25]",0.75,E
18.05,4,"[6.32125, 1.25]",0.675,E
18.1,4,"[6.35875, 1.25]",0.75,E
18.15,4,"[6.3925, 1.25]",0.675,E
18.2,4,"[6.4225, 1.25]",0.6,E
18.25,4,"[6.44875, 1.25]",0.525,E
18.3,4,"[6.47125, 1.25]",0.45,E
18.35,4,"[6.5, 1.25]",0,E
18.4,4,"[6.5, 1.25]",0,E
18.45,4,"[6.5, 1.25]",0,E
18.5,4,"[6.5, 1.25]",0,E
18.55,4,"[6.5, 1.25]",0,E
18.6,4,"[6.5, 1.25]",0,E
18.65,4,"[6.5, 1.25]",0,E
18.7,4,"[6.5, 1.25]",0,E
18.75,4,"[6.5, 1.25]",0,E
18.8,4,"[6.5, 1.25]",0,E
18.85,4,"[6.5, 1.25]",0,E
18.9,4,"[6.5, 1.25]",0,N
18.95,4,"[6.5, 1.25375]",0.075,N
19.0,4,"[6.5, 1.26125]",0.15,N
19.05,4,"[6.5, 1.2725]",0.225,N
19.1,4,"[6.5, 1.2874999999999999]",0.3,N
19.15,4,"[6.5, 1.30625]",0.375,N
19.2,4,"[6.5, 1.3287499999999999]",0.45,N
19.25,4,"[6.5, 1.355]",0.525,N
19.3,4,"[6.5, 1.385]",0.6,N
19.35,4,"[6.5, 1.41875]",0.675,N
19.4,4,"[6.5, 1.45625]",0.75,N
19.45,4,"[6.5, 1.5]",0.825,N
19.5,4,"[6.5, 1.545]",0.9,N
19.55,4,"[6.5, 1.59375]",0.975,N
19.6,4,"[6.5, 1.64625]",1.05,N
19.65,4,"[6.5, 1.75]",1.125,N
19.7,4,"[6.5, 1.81]",1.2,N
19.75,4,"[6.5, 1.86625]",1.125,N
19.8,4,"[6.5, 1.91875]",1.05,N
19.85,4,"[6.5, 2.0]",0.975,N
19.9,4,"[6.5, 2.045]",0.9,N
19.95,4,"[6.5, 2.0862499999999997]",0.825,N
20.0,4,"[6.5, 2.12375]",0.75,N
20.05,4,"[6.5, 2.1574999999999998]",0.675,N
20.1,4,"[6.5, 2.1874999999999996]",0.6,N
20.15,4,"[6.5, 2.2137499999999997]",0.525,N
20.2,4,"[6.5, 2.25]",0,N
20.25,5,"[6.5, 2.25]",0,N
20.3,5,"[6.5, 2.25]",0,N
20.35,5,"[6.5, 2.25]",0,N
20.4,5,"[6.5, 2.25]",0,N
20.45,5,"[6.5, 2.25]",0,N
20.5,5,"[6.5, 2.25]",0,N
20.55,5,"[6.5, 2.25]",0,N
20.6,5,"[6.5, 2.25]",0,N
20.65,5,"[6.5, 2.25]",0,N
20.7,5,"[6.5, 2.25]",0,N
20.75,5,"[6.5, 2.25]",0,N
20.8,5,"[6.5, 2.25]",0,E
20.85,5,"[6.50375, 2.25]",0.075,E
20.9,5,"[6.51125, 2.25]",0.15,E
20.95,5,"[6.522500000000001, 2.25]",0.225,E
21.0,5,"[6.5375000000000005, 2.25]",0.3,E
21.05,5,"[6.55625, 2.25]",0.375,E
21.1,5,"[6.57875, 2.25]",0.45,E
21.15,5,"[6.605, 2.25]",0.525,E
21.2,5,"[6.635000000000001, 2.25]",0.6,E
21.25,5,"[6.661250000000001, 2.25]",0.525,E
21.3,5,"[6.683750000000001, 2.25]",0.45,E
21.35,5,"[6.702500000000001, 2.25]",0.375,E
21.4,5,"[6.7175, 2.25]",0.3,E
21.45,5,"[6.728750000000001, 2.25]",0.225,E
21.5,5,"[6.75, 2.25]",0,E
21.55,5,"[6.75, 2.25]",0,E
21.6,5,"[6.75, 2.25]",0,E
21.65,5,"[6.75, 2.25]",0,E
21.7,5,"[6.75, 2.25]",0,E
21.75,5,"[6.75, 2.25]",0,E
21.8,5,"[6.75, 2.25]",0,E
21.85,5,"[6.75, 2.25]",0,E
21.9,5,"[6.75, 2.25]",0,E
21.95,5,"[6.75, 2.25]",0,E
22.0,5,"[6.75, 2.25]",0,E
22.05,5,"[6.75, 2.25]",0,S
22.1,5,"[6.75, 2.24625]",0.075,S
22.15,5,"[6.75, 2.23875]",0.15,S
22.2,5,"[6.75, 2.2275]",0.225,S
22.25,5,"[6.75, 2.2125]",0.3,S
22.3,5,"[6.75, 2.19375]",0.375,S
22.35,5,"[6.75, 2.17125]",0.45,S
22.4,5,"[6.75, 2.145]",0.525,S
22.45,5,"[6.75, 2.115]",0.6,S
22.5,5,"[6.75, 2.0812500000000003]",0.675,S
22.55,5,"[6.75, 2.04375]",0.75,S
22.6,5,"[6.75, 2.0]",0.825,S
22.65,5,"[6.75, 1.9625]",0.75,S
22.7,5,"[6.75, 1.92875]",0.675,S
22.75,5,"[6.75, 1.8912499999999999]",0.75,S
22.8,5,"[6.75, 1.8575]",0.675,S
22.85,5,"[6.75, 1.8275]",0.6,S
22.9,5,"[6.75, 1.8012499999999998]",0.525,S
22.95,5,"[6.75, 1.7787499999999998]",0.45,S
23.0,5,"[6.75, 1.75]",0,S
23.05,5,"[6.75, 1.75]",0,S
23.1,5,"[6.75, 1.75]",0,S
23.15,5,"[6.75, 1.75]",0,S
23.2,5,"[6.75, 1.75]",0,S
23.25,5,"[6.75, 1.75]",0,S
23.3,5,"[6.75, 1.75]",0,S
23.35,5,"[6.75, 1.75]",0,S
23.4,5,"[6.75, 1.75]",0,S
23.45,5,"[6.75, 1.75]",0,S
23.5,5,"[6.75, 1.75]",0,S
23.55,5,"[6.75, 1.75]",0,E
23.6,5,"[6.75375, 1.75]",0.075,E
23.65,5,"[6.76125, 1.75]",0.15,E
23.7,5,"[6.772500000000001, 1.75]",0.225,E
23.75,5,"[6.7875000000000005, 1.75]",0.3,E
23.8,5,"[6.80625, 1.75]",0.375,E
23.85,5,"[6.82875, 1.75]",0.45,E
23.9,5,"[6.855, 1.75]",0.525,E
23.95,5,"[6.885000000000001, 1.75]",0.6,E
24.0,5,"[6.918750000000001, 1.75]",0.675,E
24.05,5,"[6.956250000000001, 1.75]",0.75,E
24.1,5,"[7.0, 1.75]",0.825,E
24.15,5,"[7.0375, 1.75]",0.75,E
24.2,5,"[7.07125, 1.75]",0.675,E
24.25,5,"[7.10875, 1.75]",0.75,E
24.3,5,"[7.1425, 1.75]",0.675,E
24.35,5,"[7.1725, 1.75]",0.6,E
24.4,5,"[7.19875, 1.75]",0.525,E
24.45,5,"[7.22125, 1.75]",0.45,E
24.5,5,"[7.25, 1.75]",0,E
24.55,5,"[7.25, 1.75]",0,E
24.6,5,"[7.25, 1.75]",0,E
24.65,5,"[7.25, 1.75]",0,E
24.7,5,"[7.25, 1.75]",0,E
24.75,5,"[7.25, 1.75]",0,E
24.8,5,"[7.25, 1.75]",0,E
24.85,5,"[7.25, 1.75]",0,E
24.9,5,"[7.25, 1.75]",0,E
24.95,5,"[7.25, 1.75]",0,E
25.0,5,"[7.25, 1.75]",0,E
25.05,5,"[7.25, 1.75]",0,S
25.1,5,"[7.25, 1.74625]",0.075,S
25.15,5,"[7.25, 1.73875]",0.15,S
25.2,5,"[7.25, 1.7275]",0.225,S
25.25,5,"[7.25, 1.7125000000000001]",0.3,S
25.3,5,"[7.25, 1.69375]",0.375,S
25.35,5,"[7.25, 1.6712500000000001]",0.45,S
25.4,5,"[7.25, 1.645]",0.525,S
25.45,5,"[7.25, 1.615]",0.6,S
25.5,5,"[7.25, 1.58125]",0.675,S
25.55,5,"[7.25, 1.54375]",0.75,S
25.6,5,"[7.25, 1.5]",0.825,S
25.65,5,"[7.25, 1.4625]",0.75,S
25.7,5,"[7.25, 1.42875]",0.675,S
25.75,5,"[7.25, 1.3912499999999999]",0.75,S
25.8,5,"[7.25, 1.3575]",0.675,S
25.85,5,"[7.25, 1.3275]",0.6,S
25.9,5,"[7.25, 1.3012499999999998]",0.525,S
25.95,5,"[7.25, 1.2787499999999998]",0.45,S
26.0,5,"[7.25, 1.25]",0,S
26.05,5,"[7.25, 1.25]",0,S
26.1,5,"[7.25, 1.25]",0,S
26.15,5,"[7.25, 1.25]",0,S
26.2,5,"[7.25, 1.25]",0,S
26.25,5,"[7.25, 1.25]",0,S
26.3,5,"[7.25, 1.25]",0,S
26.35,5,"[7.25, 1.25]",0,S
26.4,5,"[7.25, 1.25]",0,S
26.45,5,"[7.25, 1.25]",0,S
26.5,5,"[7.25, 1.25]",0,S
26.55,5,"[7.25, 1.25]",0,E
26.6,5,"[7.25375, 1.25]",0.075,E
26.65,5,"[7.26125, 1.25]",0.15,E
26.7,5,"[7.272500000000001, 1.25]",0.225,E
26.75,5,"[7.2875000000000005, 1.25]",0.3,E
26.8,5,"[7.30625, 1.25]",0.375,E
26.85,5,"[7.325, 1.25]",0.375,E
26.9,5,"[7.34375, 1.25]",0.375,E
26.95,5,"[7.3625, 1.25]",0.375,E
27.0,5,"[7.38125, 1.25]",0.375,E
27.05,5,"[7.3999999999999995, 1.25]",0.375,E
27.1,5,"[7.418749999999999, 1.25]",0.375,E
27.15,5,"[7.437499999999999, 1.25]",0.375,E
27.2,5,"[7.456249999999999, 1.25]",0.375,E
27.25,5,"[7.471249999999999, 1.25]",0.3,E
27.3,5,"[7.482499999999999, 1.25]",0.225,E
27.35,5,"[7.5, 1.25]",0.225,E
27.4,5,"[7.515, 1.25]",0.3,E
27.45,5,"[7.529999999999999, 1.25]",0.3,E
27.5,5,"[7.544999999999999, 1.25]",0.3,E
27.55,5,"[7.559999999999999, 1.25]",0.3,E
27.6,5,"[7.574999999999998, 1.25]",0.3,E
27.65,5,"[7.589999999999998, 1.25]",0.3,E
27.7,5,"[7.604999999999998, 1.25]",0.3,E
27.75,5,"[7.619999999999997, 1.25]",0.3,E
27.8,5,"[7.634999999999997, 1.25]",0.3,E
27.85,5,"[7.649999999999997, 1.25]",0.3,E
27.9,5,"[7.6649999999999965, 1.25]",0.3,E
27.95,5,"[7.679999999999996, 1.25]",0.3,E
28.0,5,"[7.694999999999996, 1.25]",0.3,E
28.05,5,"[7.7099999999999955, 1.25]",0.3,E
28.1,5,"[7.724999999999995, 1.25]",0.3,E
