ts,status,currentCoord,speed,orientation
8.65,4,"[2.135, 0.75]",0.9,E
8.7,4,"[2.1799999999999997, 0.75]",0.9,E
8.75,4,"[2.25, 0.75]",0.9,E
8.8,4,"[2.29125, 0.75]",0.825,E
8.85,4,"[2.32875, 0.75]",0.75,E
8.9,4,"[2.3625, 0.75]",0.675,E
8.95,4,"[2.3924999999999996, 0.75]",0.6,E
9.0,4,"[2.4187499999999997, 0.75]",0.525,E
9.05,4,"[2.4412499999999997, 0.75]",0.45,E
9.1,4,"[2.4599999999999995, 0.75]",0.375,E
9.15,4,"[2.4749999999999996, 0.75]",0.3,E
9.2,4,"[2.4862499999999996, 0.75]",0.225,E
9.25,4,"[2.5, 0.75]",0.15,E
9.3,4,"[2.5, 0.75]",0,E
9.35,4,"[2.5, 0.75]",0,E
9.4,4,"[2.5, 0.75]",0,E
9.45,4,"[2.5, 0.75]",0,E
9.5,4,"[2.5, 0.75]",0,E
9.55,4,"[2.5, 0.75]",0,E
9.6,4,"[2.5, 0.75]",0,E
9.65,4,"[2.5, 0.75]",0,E
9.7,4,"[2.5, 0.75]",0,E
9.75,4,"[2.5, 0.75]",0,E
9.8,4,"[2.5, 0.75]",0,E
9.85,4,"[2.5, 0.75]",0,E
9.9,4,"[2.5, 0.75]",0,E
9.95,4,"[2.5, 0.75]",0,E
10.0,4,"[2.5, 0.75]",0,E
10.05,4,"[2.5, 0.75]",0,E
10.1,4,"[2.5, 0.75]",0,E
10.15,4,"[2.5, 0.75]",0,E
10.2,4,"[2.5, 0.75]",0,E
10.25,4,"[2.5, 0.75]",0,E
10.3,4,"[2.5, 0.75]",0,E
10.35,4,"[2.5, 0.75]",0,E
10.4,4,"[2.5, 0.75]",0,E
10.45,4,"[2.5, 0.75]",0,E
10.5,4,"[2.5, 0.75]",0,E
10.55,4,"[2.5, 0.75]",0,E
10.6,4,"[2.5, 0.75]",0,E
10.65,4,"[2.5, 0.75]",0,E
10.7,4,"[2.5, 0.75]",0,E
10.75,4,"[2.5, 0.75]",0,E
10.8,4,"[2.5, 0.75]",0,E
10.85,4,"[2.5, 0.75]",0,E
10.9,4,"[2.5, 0.75]",0,E
10.95,4,"[2.5, 0.75]",0,E
11.0,4,"[2.5, 0.75]",0,E
11.05,4,"[2.5, 0.75]",0,E
11.1,4,"[2.5, 0.75]",0,E
11.15,4,"[2.5, 0.75]",0,E
11.2,4,"[2.5, 0.75]",0,E
11.25,4,"[2.5, 0.75]",0,E
11.3,4,"[2.5, 0.75]",0,E
11.35,4,"[2.5, 0.75]",0,E
11.4,4,"[2.5, 0.75]",0,E
11.45,4,"[2.5, 0.75]",0,E
11.5,4,"[2.5, 0.75]",0,E
11.55,4,"[2.5, 0.75]",0,E
11.6,4,"[2.5, 0.75]",0,E
11.65,4,"[2.5, 0.75]",0,E
11.7,4,"[2.5, 0.75]",0,E
11.75,4,"[2.5, 0.75]",0,E
11.8,4,"[2.5, 0.75]",0,E
11.85,4,"[2.5, 0.75]",0,E
11.9,4,"[2.5, 0.75]",0,E
11.95,4,"[2.5, 0.75]",0,E
12.0,4,"[2.5, 0.75]",0,E
12.05,4,"[2.5, 0.75]",0,E
12.1,4,"[2.5, 0.75]",0,E
12.15,4,"[2.5, 0.75]",0,E
12.2,4,"[2.5, 0.75]",0,E
12.25,4,"[2.5, 0.75]",0,E
12.3,4,"[2.5, 0.75]",0,E
12.35,4,"[2.5, 0.75]",0,E
12.4,4,"[2.5, 0.75]",0,E
12.45,4,"[2.5, 0.75]",0,E
12.5,4,"[2.5, 0.75]",0,E
12.55,4,"[2.5, 0.75]",0,E
12.6,4,"[2.5, 0.75]",0,E
12.65,4,"[2.5, 0.75]",0,E
12.7,4,"[2.5, 0.75]",0,E
12.75,4,"[2.5, 0.75]",0,E
12.8,4,"[2.5, 0.75]",0,E
12.85,4,"[2.5, 0.75]",0,E
12.9,4,"[2.5, 0.75]",0,E
12.95,4,"[2.5, 0.75]",0,E
13.0,4,"[2.5, 0.75]",0,E
13.05,4,"[2.5, 0.75]",0,E
13.1,4,"[2.5, 0.75]",0,E
13.15,4,"[2.5, 0.75]",0,E
13.2,4,"[2.5, 0.75]",0,E
13.25,4,"[2.5, 0.75]",0,E
13.3,4,"[2.5, 0.75]",0,E
13.35,4,"[2.5, 0.75]",0,E
13.4,4,"[2.5, 0.75]",0,E
13.45,4,"[2.5, 0.75]",0,E
13.5,4,"[2.5, 0.75]",0,E
13.55,4,"[2.5, 0.75]",0,E
13.6,4,"[2.5, 0.75]",0,E
13.65,4,"[2.5, 0.75]",0,E
13.7,4,"[2.5, 0.75]",0,E
13.75,4,"[2.5, 0.75]",0,E
13.8,4,"[2.5, 0.75]",0,E
13.85,4,"[2.5, 0.75]",0,E
13.9,4,"[2.5, 0.75]",0,E
13.95,4,"[2.5, 0.75]",0,E
14.0,4,"[2.5, 0.75]",0,E
14.05,4,"[2.5, 0.75]",0,E
14.1,4,"[2.5, 0.75]",0,E
14.15,4,"[2.5, 0.75]",0,E
14.2,4,"[2.5, 0.75]",0,E
14.25,4,"[2.5, 0.75]",0,E
14.3,4,"[2.5, 0.75]",0,E
14.35,4,"[2.5, 0.75]",0,E
14.4,4,"[2.5, 0.75]",0,E
14.45,4,"[2.5, 0.75]",0,E
14.5,4,"[2.5, 0.75]",0,E
14.55,4,"[2.5, 0.75]",0,E
14.6,4,"[2.5, 0.75]",0,E
14.65,4,"[2.5, 0.75]",0,E
14.7,4,"[2.5, 0.75]",0,E
14.75,4,"[2.5, 0.75]",0,E
14.8,4,"[2.5, 0.75]",0,E
14.85,4,"[2.5, 0.75]",0,E
14.9,4,"[2.5, 0.75]",0,E
14.95,4,"[2.5, 0.75]",0,E
15.0,4,"[2.5, 0.75]",0,E
15.05,4,"[2.5, 0.75]",0,E
15.1,4,"[2.5, 0.75]",0,E
15.15,4,"[2.5, 0.75]",0,E
15.2,4,"[2.5, 0.75]",0,E
15.25,4,"[2.5, 0.75]",0,E
15.3,4,"[2.5, 0.75]",0,E
15.35,4,"[2.5, 0.75]",0,E
15.4,4,"[2.5, 0.75]",0,E
15.45,4,"[2.5, 0.75]",0,E
15.5,4,"[2.5, 0.75]",0,E
15.55,4,"[2.5, 0.75]",0,E
15.6,4,"[2.5, 0.75]",0,E
15.65,4,"[2.5, 0.75]",0,E
15.7,4,"[2.5, 0.75]",0,E
15.75,4,"[2.5, 0.75]",0,E
15.8,4,"[2.5, 0.75]",0,E
15.85,4,"[2.5, 0.75]",0,E
15.9,4,"[2.5, 0.75]",0,E
15.95,4,"[2.5, 0.75]",0,E
16.0,4,"[2.50375, 0.75]",0.075,E
16.05,4,"[2.51125, 0.75]",0.15,E
16.1,4,"[2.5225, 0.75]",0.225,E
16.15,4,"[2.5375, 0.75]",0.3,E
16.2,4,"[2.55625, 0.75]",0.375,E
16.25,4,"[2.57875, 0.75]",0.45,E
16.3,4,"[2.605, 0.75]",0.525,E
16.35,4,"[2.635, 0.75]",0.6,E
16.4,4,"[2.6687499999999997, 0.75]",0.675,E
16.45,4,"[2.70625, 0.75]",0.75,E
16.5,4,"[2.75, 0.75]",0.825,E
16.55,4,"[2.795, 0.75]",0.9,E
16.6,4,"[2.84, 0.75]",0.9,E
16.65,4,"[2.885, 0.75]",0.9,E
16.7,4,"[2.9299999999999997, 0.75]",0.9,E
16.75,4,"[3.0, 0.75]",0.975,E
16.8,4,"[3.04875, 0.75]",0.975,E
16.85,4,"[3.0975, 0.75]",0.975,E
16.9,4,"[3.14625, 0.75]",0.975,E
16.95,4,"[3.1950000000000003, 0.75]",0.975,E
17.0,4,"[3.25, 0.75]",1.05,E
17.05,4,"[3.3025, 0.75]",1.05,E
17.1,4,"[3.3550000000000004, 0.75]",1.05,E
17.15,4,"[3.4075000000000006, 0.75]",1.05,E
17.2,4,"[3.5, 0.75]",0.975,E
17.25,4,"[3.545, 0.75]",0.9,E
17.3,4,"[3.5862499999999997, 0.75]",0.825,E
17.35,4,"[3.6312499999999996, 0.75]",0.9,E
17.4,4,"[3.6762499999999996, 0.75]",0.9,E
17.45,4,"[3.75, 0.75]",0.9,E
17.5,4,"[3.79125, 0.75]",0.825,E
17.55,4,"[3.8362499999999997, 0.75]",0.9,E
17.6,4,"[3.8812499999999996, 0.75]",0.9,E
17.65,4,"[3.9262499999999996, 0.75]",0.9,E
17.7,4,"[4.0, 0.75]",0.9,E
17.75,4,"[4.04125, 0.75]",0.825,E
17.8,4,"[4.078749999999999, 0.75]",0.75,E
17.85,4,"[4.1125, 0.75]",0.675,E
17.9,4,"[4.1425, 0.75]",0.6,E
17.95,4,"[4.16875, 0.75]",0.525,E
18.0,4,"[4.19875, 0.75]",0.6,E
18.05,4,"[4.25, 0.75]",0.675,E
18.1,4,"[4.28375, 0.75]",0.675,E
18.15,4,"[4.317500000000001, 0.75]",0.675,E
18.2,4,"[4.351250000000001, 0.75]",0.675,E
18.25,4,"[4.381250000000001, 0.75]",0.6,E
18.3,4,"[4.4075000000000015, 0.75]",0.525,E
18.35,4,"[4.433750000000002, 0.75]",0.525,E
18.4,4,"[4.456250000000002, 0.75]",0.45,E
18.45,4,"[4.475000000000001, 0.75]",0.375,E
18.5,4,"[4.5, 0.75]",0.3,E
18.55,4,"[4.5, 0.75]",0,E
18.6,4,"[4.5, 0.75]",0,E
18.65,4,"[4.5, 0.75]",0,E
18.7,4,"[4.5, 0.75]",0,E
18.75,4,"[4.5, 0.75]",0,E
18.8,4,"[4.5, 0.75]",0,E
18.85,4,"[4.5, 0.75]",0,E
18.9,4,"[4.5, 0.75]",0,E
18.95,4,"[4.5, 0.75]",0,E
19.0,4,"[4.5, 0.75]",0,E
19.05,4,"[4.5, 0.75]",0,E
19.1,4,"[4.5, 0.75]",0,E
19.15,4,"[4.5, 0.75]",0,E
19.2,4,"[4.5, 0.75]",0,E
19.25,4,"[4.5, 0.75]",0,E
19.3,4,"[4.5, 0.75]",0,E
19.35,4,"[4.5, 0.75]",0,E
19.4,4,"[4.5, 0.75]",0,E
19.45,4,"[4.5, 0.75]",0,E
19.5,4,"[4.5, 0.75]",0,E
19.55,4,"[4.5, 0.75]",0,E
19.6,4,"[4.5, 0.75]",0,E
19.65,4,"[4.5, 0.75]",0,E
19.7,4,"[4.5, 0.75]",0,E
19.75,4,"[4.5, 0.75]",0,E
19.8,4,"[4.5, 0.75]",0,E
19.85,4,"[4.5, 0.75]",0,E
19.9,4,"[4.5, 0.75]",0,E
19.95,4,"[4.5, 0.75]",0,E
20.0,4,"[4.5, 0.75]",0,E
20.05,4,"[4.5, 0.75]",0,E
20.1,4,"[4.5, 0.75]",0,E
20.15,4,"[4.5, 0.75]",0,E
20.2,4,"[4.5, 0.75]",0,E
20.25,4,"[4.5, 0.75]",0,E
20.3,4,"[4.5, 0.75]",0,E
20.35,4,"[4.5, 0.75]",0,E
20.4,4,"[4.5, 0.75]",0,E
20.45,4,"[4.5, 0.75]",0,E
20.5,4,"[4.5, 0.75]",0,E
20.55,4,"[4.5, 0.75]",0,E
20.6,4,"[4.5, 0.75]",0,E
20.65,4,"[4.5, 0.75]",0,E
20.7,4,"[4.5, 0.75]",0,E
20.75,4,"[4.5, 0.75]",0,E
20.8,4,"[4.5, 0.75]",0,E
20.85,4,"[4.5, 0.75]",0,E
20.9,4,"[4.5, 0.75]",0,E
20.95,4,"[4.5, 0.75]",0,E
21.0,4,"[4.5, 0.75]",0,E
21.05,4,"[4.5, 0.75]",0,E
21.1,4,"[4.5, 0.75]",0,E
21.15,4,"[4.5, 0.75]",0,E
21.2,4,"[4.5, 0.75]",0,E
21.25,4,"[4.5, 0.75]",0,E
21.3,4,"[4.5, 0.75]",0,E
21.35,4,"[4.5, 0.75]",0,E
21.4,4,"[4.5, 0.75]",0,E
21.45,4,"[4.5, 0.75]",0,E
21.5,4,"[4.5, 0.75]",0,E
21.55,4,"[4.5, 0.75]",0,E
21.6,4,"[4.5, 0.75]",0,E
21.65,4,"[4.5, 0.75]",0,E
21.7,4,"[4.5, 0.75]",0,E
21.75,4,"[4.5, 0.75]",0,E
21.8,4,"[4.5, 0.75]",0,E
21.85,4,"[4.5, 0.75]",0,E
21.9,4,"[4.5, 0.75]",0,E
21.95,4,"[4.50375, 0.75]",0.075,E
22.0,4,"[4.51125, 0.75]",0.15,E
22.05,4,"[4.522500000000001, 0.75]",0.225,E
22.1,4,"[4.5375000000000005, 0.75]",0.3,E
22.15,4,"[4.55625, 0.75]",0.375,E
22.2,4,"[4.57875, 0.75]",0.45,E
22.25,4,"[4.605, 0.75]",0.525,E
22.3,4,"[4.635000000000001, 0.75]",0.6,E
22.35,4,"[4.668750000000001, 0.75]",0.675,E
22.4,4,"[4.706250000000001, 0.75]",0.75,E
22.45,4,"[4.75, 0.75]",0.825,E
22.5,4,"[4.795, 0.75]",0.9,E
22.55,4,"[4.84, 0.75]",0.9,E
22.6,4,"[4.885, 0.75]",0.9,E
22.65,4,"[4.93, 0.75]",0.9,E
22.7,4,"[5.0, 0.75]",0.975,E
22.75,4,"[5.04875, 0.75]",0.975,E
22.8,4,"[5.0975, 0.75]",0.975,E
22.85,4,"[5.14625, 0.75]",0.975,E
22.9,4,"[5.195, 0.75]",0.975,E
22.95,4,"[5.25, 0.75]",1.05,E
23.0,4,"[5.3025, 0.75]",1.05,E
23.05,4,"[5.355, 0.75]",1.05,E
23.1,4,"[5.407500000000001, 0.75]",1.05,E
23.15,4,"[5.5, 0.75]",0.975,E
23.2,4,"[5.545, 0.75]",0.9,E
23.25,4,"[5.58625, 0.75]",0.825,E
23.3,4,"[5.63125, 0.75]",0.9,E
23.35,4,"[5.67625, 0.75]",0.9,E
23.4,4,"[5.75, 0.75]",0.9,E
23.45,4,"[5.79125, 0.75]",0.825,E
23.5,4,"[5.83625, 0.75]",0.9,E
23.55,4,"[5.88125, 0.75]",0.9,E
23.6,4,"[5.92625, 0.75]",0.9,E
23.65,4,"[6.0, 0.75]",0.9,E
23.7,4,"[6.04125, 0.75]",0.825,E
23.75,4,"[6.078749999999999, 0.75]",0.75,E
23.8,4,"[6.1125, 0.75]",0.675,E
23.85,4,"[6.1425, 0.75]",0.6,E
23.9,4,"[6.16875, 0.75]",0.525,E
23.95,4,"[6.19875, 0.75]",0.6,E
24.0,4,"[6.25, 0.75]",0.675,E
24.05,4,"[6.28375, 0.75]",0.675,E
24.1,4,"[6.317500000000001, 0.75]",0.675,E
24.15,4,"[6.351250000000001, 0.75]",0.675,E
24.2,4,"[6.381250000000001, 0.75]",0.6,E
24.25,4,"[6.4075000000000015, 0.75]",0.525,E
24.3,4,"[6.433750000000002, 0.75]",0.525,E
24.35,4,"[6.456250000000002, 0.75]",0.45,E
24.4,4,"[6.475000000000001, 0.75]",0.375,E
24.45,4,"[6.5, 0.75]",0.3,E
24.5,4,"[6.5, 0.75]",0,E
24.55,4,"[6.5, 0.75]",0,E
24.6,4,"[6.5, 0.75]",0,E
24.65,4,"[6.5, 0.75]",0,E
24.7,4,"[6.5, 0.75]",0,E
24.75,4,"[6.5, 0.75]",0,E
24.8,4,"[6.5, 0.75]",0,E
24.85,4,"[6.5, 0.75]",0,E
24.9,4,"[6.5, 0.75]",0,E
24.95,4,"[6.5, 0.75]",0,E
25.0,4,"[6.5, 0.75]",0,E
25.05,4,"[6.5, 0.75]",0,E
25.1,4,"[6.5, 0.75]",0,E
25.15,4,"[6.5, 0.75]",0,E
25.2,4,"[6.5, 0.75]",0,E
25.25,4,"[6.5, 0.75]",0,E
25.3,4,"[6.5, 0.75]",0,E
25.35,4,"[6.5, 0.75]",0,E
25.4,4,"[6.5, 0.75]",0,E
25.45,4,"[6.5, 0.75]",0,E
25.5,4,"[6.5, 0.75]",0,E
25.55,4,"[6.5, 0.75]",0,E
25.6,4,"[6.5, 0.75]",0,E
25.65,4,"[6.5, 0.75]",0,E
25.7,4,"[6.5, 0.75]",0,E
25.75,4,"[6.5, 0.75]",0,E
25.8,4,"[6.5, 0.75]",0,E
25.85,4,"[6.5, 0.75]",0,E
25.9,4,"[6.5, 0.75]",0,E
25.95,4,"[6.5, 0.75]",0,E
26.0,4,"[6.5, 0.75]",0,E
26.05,4,"[6.5, 0.75]",0,E
26.1,4,"[6.5, 0.75]",0,E
26.15,4,"[6.5, 0.75]",0,E
26.2,4,"[6.5, 0.75]",0,E
26.25,4,"[6.5, 0.75]",0,E
26.3,4,"[6.5, 0.75]",0,E
26.35,4,"[6.5, 0.75]",0,E
26.4,4,"[6.5, 0.75]",0,E
26.45,4,"[6.5, 0.75]",0,E
26.5,4,"[6.5, 0.75]",0,E
26.55,4,"[6.5, 0.75]",0,E
26.6,4,"[6.5, 0.75]",0,E
26.65,4,"[6.5, 0.75]",0,E
26.7,4,"[6.5, 0.75]",0,E
26.75,4,"[6.5, 0.75]",0,E
26.8,4,"[6.5, 0.75]",0,E
26.85,4,"[6.5, 0.75]",0,E
26.9,4,"[6.5, 0.75]",0,E
26.95,4,"[6.5, 0.75]",0,E
27.0,4,"[6.5, 0.75]",0,E
27.05,4,"[6.5, 0.75]",0,E
27.1,4,"[6.5, 0.75]",0,E
27.15,4,"[6.5, 0.75]",0,E
27.2,4,"[6.5, 0.75]",0,E
27.25,4,"[6.5, 0.75]",0,E
27.3,4,"[6.5, 0.75]",0,E
27.35,4,"[6.5, 0.75]",0,E
27.4,4,"[6.5, 0.75]",0,E
27.45,4,"[6.5, 0.75]",0,E
27.5,4,"[6.5, 0.75]",0,E
27.55,4,"[6.5, 0.75]",0,E
27.6,4,"[6.5, 0.75]",0,E
27.65,4,"[6.5, 0.75]",0,E
27.7,4,"[6.5, 0.75]",0,E
27.75,4,"[6.5, 0.75]",0,E
27.8,4,"[6.5, 0.75]",0,E
27.85,4,"[6.5, 0.75]",0,E
27.9,4,"[6.50375, 0.75]",0.075,E
27.95,4,"[6.51125, 0.75]",0.15,E
28.0,4,"[6.522500000000001, 0.75]",0.225,E
28.05,4,"[6.5375000000000005, 0.75]",0.3,E
28.1,4,"[6.55625, 0.75]",0.375,E
28.15,4,"[6.57875, 0.75]",0.45,E
28.2,4,"[6.605, 0.75]",0.525,E
28.25,4,"[6.635000000000001, 0.75]",0.6,E
28.3,4,"[6.668750000000001, 0.75]",0.675,E
28.35,4,"[6.706250000000001, 0.75]",0.75,E
28.4,4,"[6.75, 0.75]",0.825,E
28.45,4,"[6.795, 0.75]",0.9,E
28.5,4,"[6.84, 0.75]",0.9,E
28.55,4,"[6.885, 0.75]",0.9,E
28.6,4,"[6.93, 0.75]",0.9,E
28.65,4,"[7.0, 0.75]",0.975,E
28.7,4,"[7.04875, 0.75]",0.975,E
28.75,4,"[7.0975, 0.75]",0.975,E
28.8,4,"[7.14625, 0.75]",0.975,E
28.85,4,"[7.195, 0.75]",0.975,E
28.9,4,"[7.25, 0.75]",1.05,E
28.95,4,"[7.3025, 0.75]",1.05,E
29.0,4,"[7.355, 0.75]",1.05,E
29.05,4,"[7.407500000000001, 0.75]",1.05,E
29.1,4,"[7.5, 0.75]",0.975,E
29.15,4,"[7.545, 0.75]",0.9,E
29.2,4,"[7.58625, 0.75]",0.825,E
29.25,4,"[7.63125, 0.75]",0.9,E
29.3,4,"[7.67625, 0.75]",0.9,E
29.35,4,"[7.75, 0.75]",0.9,E
29.4,4,"[7.79125, 0.75]",0.825,E
29.45,4,"[7.83625, 0.75]",0.9,E
29.5,4,"[7.88125, 0.75]",0.9,E
29.55,4,"[7.92625, 0.75]",0.9,E
29.6,4,"[8.0, 0.75]",0.9,E
29.65,4,"[8.04125, 0.75]",0.825,E
29.7,4,"[8.07875, 0.75]",0.75,E
29.75,4,"[8.112499999999999, 0.75]",0.675,E
29.8,4,"[8.142499999999998, 0.75]",0.6,E
29.85,4,"[8.168749999999998, 0.75]",0.525,E
