,time,pickup,dropoff
277,46.37352415,64,61
289,46.50089445,63,42
576,46.6039356,51,15
705,46.70268336,61,22
587,47.84686941,48,54
965,47.99928444,64,46
650,48.99463327,65,45
0,49.88980322,16,9
834,50.40930233,62,60
929,51.12987478,62,27
60,51.90268336,56,19
969,51.95062612,60,67
556,52.26046512,19,11
579,52.31413238,57,15
765,52.77853309,61,70
567,53.02826476,40,2
1,53.15778175,4,9
535,53.33237925,64,39
474,53.71019678,3,16
274,53.73738819,63,66
599,53.80250447,57,12
265,53.82110912,62,66
465,54.17531306,55,48
531,54.20822898,9,4
72,54.25330948,55,73
783,54.97960644,59,32
119,55.43112701,49,71
737,55.78747764,35,63
675,56.73703041,46,29
853,56.78998211,61,68
818,57.0118068,59,58
513,57.6744186,61,53
271,57.69946333,57,66
941,58.01645796,62,75
375,58.13381038,58,69
867,58.15169946,56,65
174,58.53094812,57,31
331,58.69910555,66,26
132,59.35241503,63,72
157,59.44615385,56,43
812,59.66296959,58,51
386,60.04436494,48,20
356,60.1059034,62,41
305,60.88515206,41,64
682,61.08407871,51,13
761,62.51735242,62,70
904,62.93881932,64,76
91,63.45187835,64,52
774,64.62254025,55,14
115,64.89731664,58,71
947,65.63506261,55,83
359,65.7509839,62,35
403,66.12593918,52,74
258,66.62325581,17,10
182,66.76493739,62,47
422,67.32307692,62,21
369,67.67155635,57,69
829,67.77817531,55,60
911,67.9549195,63,76
394,68.09660107,51,84
469,68.1588551,2,16
772,68.2332737,31,14
164,68.34203936,66,78
228,68.62254025,55,82
593,68.67906977,55,12
456,69.19713775,62,77
608,69.53488372,57,57
968,69.55348837,56,67
486,69.60071556,47,18
293,69.89481216,55,17
839,70.05581395,57,79
217,70.45867621,60,62
496,70.88014311,48,38
225,70.98318426,42,82
196,71.42397138,59,25
181,71.42468694,58,47
408,71.76100179,55,74
610,71.83255814,61,57
54,72.5352415,51,50
380,73.22003578,53,20
625,73.78389982,55,81
510,74.10661896,37,53
340,74.84293381,59,80
849,74.91735242,58,68
306,75.09481216,64,64
379,75.60930233,58,20
582,75.72379249,66,54
591,76.61824687,62,12
13,76.99463327,54,8
846,78.2118068,41,79
944,78.21323792,51,83
643,78.31270125,61,45
430,78.68264758,60,85
481,79.64722719,59,18
676,80.14025045,50,29
885,80.22468694,66,87
50,81.33738819,52,50
143,81.909839,46,28
105,82.09159213,48,40
407,82.18246869,45,74
240,82.19463327,56,34
746,82.2039356,52,91
59,82.38926655,49,19
292,82.44293381,56,17
776,82.48586762,58,14
40,82.58676208,57,94
509,82.79284436,61,38
61,83.00465116,57,19
482,83.0411449,54,18
151,83.11914132,59,43
74,83.2980322,54,73
718,83.64221825,30,90
844,84.10518784,59,79
635,84.80214669,54,86
429,85.0039356,37,85
912,85.04329159,42,76
53,85.77674419,46,50
159,85.81824687,62,78
975,85.93059034,53,67
128,86.21753131,50,72
416,86.45152057,64,21
732,87.21359571,59,88
521,87.32593918,46,59
431,88.32057245,54,85
52,88.54525939,52,50
830,88.75778175,56,60
951,89.60644007,62,89
191,89.72379249,65,25
16,90.17245081,50,8
410,90.84078712,38,74
211,91.79964222,54,96
914,91.97137746,45,27
342,92.8765653,48,80
323,93.13416816,59,93
248,93.5313059,55,34
950,93.92271914,43,89
66,94.17316637,52,73
55,94.59892665,54,50
711,95.12844365,46,90
148,95.65724508,45,28
645,95.90912343,58,45
20,96.04794275,57,92
368,96.20250447,47,35
251,96.25187835,55,34
349,96.25474061,54,41
550,96.30626118,37,7
206,96.30840787,27,96
586,96.77495528,66,54
949,96.81932021,47,89
332,97.4118068,63,26
808,97.42826476,50,51
913,97.50053667,59,27
106,97.87978533,61,40
428,98.06797853,31,85
759,98.07298748,49,36
200,98.08085868,56,25
267,98.2254025,55,66
123,98.99033989,46,44
621,99.84472272,52,37
41,99.86762075,51,94
335,100.7033989,44,26
752,100.8014311,52,91
691,101.0432916,41,13
310,101.8225403,62,64
575,101.9112701,58,15
125,102.788551,44,44
450,103.4504472,53,30
792,104.9946333,59,95
247,105.0411449,59,34
696,105.2937388,43,13
192,106.0887299,44,25
922,106.1660107,48,27
801,106.3584973,44,24
549,106.5595707,54,7
346,107.1033989,46,41
314,107.6093023,40,93
73,107.7137746,45,73
953,108.2797853,55,89
755,108.7406082,44,36
516,108.8314848,51,53
948,108.9381038,54,83
70,109.1012522,57,73
803,109.1477639,61,24
619,109.1685152,51,37
654,110.0744186,18,45
175,110.529517,56,31
651,111.0218247,45,45
743,111.2701252,26,91
695,112.2912343,58,13
842,112.3062612,34,79
239,112.3255814,41,34
699,112.3599284,55,22
9,112.4958855,61,8
709,113.3760286,45,22
856,113.3953488,33,68
49,114.0772809,49,50
296,114.1302326,49,17
212,114.3033989,51,96
820,114.3806798,48,58
937,114.7169946,58,75
24,114.7674419,35,97
411,114.8257603,34,74
10,115.2615385,49,8
201,116.5474061,40,25
302,116.7062612,61,17
539,116.7141324,51,39
845,116.8107335,40,79
703,117.0003578,53,22
614,118.1159213,44,57
118,118.8293381,46,71
168,118.8457961,39,31
677,119.363864,48,29
819,119.5062612,58,58
341,119.6293381,42,80
811,121.3946333,55,51
787,121.4812165,49,32
462,121.7466905,30,48
858,121.8404293,39,98
892,122.3542039,37,23
607,122.3563506,46,57
706,122.9416816,42,22
146,123.5033989,55,28
62,123.5620751,50,19
862,123.7853309,52,98
508,124.2640429,55,38
134,124.5817531,17,72
88,124.7205725,52,52
205,124.913059,49,96
483,125.019678,25,18
26,125.0490161,33,97
963,125.0740608,41,46
592,125.2765653,39,12
573,125.9205725,39,15
512,126.0193202,58,53
715,127.0547406,52,90
172,127.0905188,48,31
489,127.1398927,59,18
162,127.3717352,31,78
823,127.9305903,48,58
828,128.0937388,31,60
580,128.152415,54,15
798,129.0726297,35,24
141,129.1584973,39,28
39,129.8357782,35,94
903,130.6268336,45,76
186,131.8046512,37,47
522,132.9152057,41,59
876,133.0003578,51,49
316,133.3431127,45,93
144,133.3817531,57,28
726,134.7985689,48,88
804,135.6779964,30,24
859,135.7159213,42,98
595,135.9062612,47,12
100,136.4157424,39,40
458,136.8601073,47,77
875,136.8987478,54,49
694,136.8991055,36,13
501,137.1105546,13,38
523,137.1742397,22,59
385,137.3330948,45,20
224,137.9019678,36,82
87,137.9162791,34,52
515,138.1001789,57,53
701,138.1051878,54,22
230,138.2618962,48,33
129,138.5474061,48,72
95,139.0067979,49,52
630,139.5413238,48,81
916,139.6937388,57,27
863,139.752415,49,98
412,139.9599284,29,74
793,140.2561717,43,95
938,141.9785331,52,75
623,142.5044723,35,81
424,142.5431127,32,21
357,143.7745975,51,41
484,143.8357782,30,18
447,143.9277281,37,99
601,144.4651163,41,12
957,145.2325581,49,89
536,146.5960644,46,39
38,147.1177102,54,94
315,147.5184258,53,93
672,147.5742397,37,55
769,148.2790698,45,70
442,148.9302326,29,99
972,149.4876565,40,67
390,149.7481216,54,84
577,149.7674419,43,15
373,150.0930233,29,69
406,150.4021467,47,74
626,150.4078712,46,81
517,150.945975,10,59
707,151.1134168,32,22
32,151.4418605,14,97
750,151.563864,16,91
687,151.5713775,28,13
673,152.0837209,56,55
160,152.1194991,45,78
670,152.4121646,28,55
744,152.7277281,30,91
847,152.7420394,46,79
421,153.2790698,45,21
771,153.3567084,32,70
824,154.1681574,48,58
42,155.2615385,38,94
545,155.3230769,34,7
878,155.4883721,38,49
397,156.372093,39,84
627,156.5645796,34,81
336,157.5799642,44,26
974,157.6347048,49,67
377,157.6350626,49,69
740,158.0039356,27,63
825,158.2790698,40,58
955,158.3456172,36,89
920,159.6243292,30,27
287,159.7889088,43,42
971,160.7084079,29,67
952,160.8372093,51,89
69,160.8522361,40,73
149,161.121288,45,28
826,161.9069767,48,60
207,162.0300537,24,96
364,162.3227191,40,35
313,162.3255814,50,93
283,162.3813953,31,61
120,162.6182469,47,44
140,162.7055456,21,28
919,163.2078712,10,27
717,164.1452594,55,90
214,164.2840787,28,62
427,165.0039356,51,85
308,165.177102,7,64
242,165.3624329,30,34
423,166.9960644,31,21
653,167.1134168,47,45
689,167.8125224,36,13
235,167.89839,30,33
389,168.6261181,32,20
446,168.6812165,37,99
770,169.2436494,36,70
236,169.2790698,42,33
307,170.188551,26,64
795,170.2093023,45,95
89,170.3023256,41,52
731,170.7509839,49,88
468,171.2465116,48,48
585,171.4304114,36,54
970,172.5581395,47,67
767,173.2322004,17,70
943,173.2790698,40,83
490,173.6243292,28,18
712,174.4486583,46,90
21,174.6962433,50,92
102,174.8007156,45,40
270,174.9094812,38,66
300,175.8597496,39,17
704,175.9205725,34,22
697,176.8958855,10,22
108,176.9069767,45,40
27,177.3266547,31,97
246,177.9584973,16,34
415,178.1516995,23,21
499,178.1602862,51,38
485,179.7674419,26,18
500,179.9330948,19,38
716,180.436136,20,90
233,180.478712,35,33
466,180.749195,28,48
409,181.0697674,11,74
11,181.2694097,26,8
372,182.9051878,23,69
832,182.9187835,35,60
266,183.5406082,46,66
598,183.7413238,40,12
358,183.8207513,48,41
463,184.9055456,31,48
617,185.3388193,16,37
637,185.7237925,43,86
894,186.0697674,44,23
321,186.627907,39,93
935,187.2200358,33,75
98,187.4554562,45,40
933,188.2003578,40,75
343,188.2296959,37,80
28,188.6139535,38,97
747,189.2808587,40,91
347,189.8057245,39,41
964,190.0930233,32,46
507,190.709839,3,38
76,191.0225403,14,73
649,191.9069767,41,45
788,192.231127,17,32
724,192.3033989,31,56
493,193.2003578,5,18
806,193.8822898,46,51
234,193.9427549,46,33
794,194.1749553,37,95
534,194.2132379,15,39
736,194.7674419,35,63
714,194.8125224,18,90
542,195.0930233,43,7
185,195.0930233,45,47
807,195.2615385,33,51
298,195.5384615,33,17
926,196.4418605,29,27
370,196.4418605,22,69
893,196.9069767,24,23
391,197.1677996,15,84
861,197.9406082,23,98
275,198.2003578,50,66
467,198.8754919,39,48
453,199.7220036,31,77
639,200.1148479,42,86
495,200.2615385,31,18
220,200.3677996,43,62
36,200.5373882,30,94
281,201.4418605,18,61
363,201.4418605,44,35
541,201.6923077,37,39
688,201.8282648,33,13
652,201.9205725,30,45
791,202.4744186,37,95
934,202.5652952,37,75
137,202.6865832,31,72
222,202.7370304,32,82
133,204.0300537,40,72
48,205.2093023,28,50
441,205.7452594,2,99
857,206.0872987,9,98
399,206.5874776,10,84
138,206.9069767,25,72
34,207.106619,14,94
866,207.106619,38,65
594,207.3828265,37,12
583,207.7277281,40,54
131,207.8669052,11,72
749,207.8987478,30,91
502,208.7005367,32,38
189,209.1499106,33,47
871,209.7055456,29,49
622,209.9427549,43,37
183,210.4103757,21,47
884,211.79678,48,87
279,212.0368515,21,61
713,213.0010733,35,90
459,213.0708408,25,77
278,214.1914132,41,61
836,214.4400716,32,79
851,215.2382826,20,68
443,215.3745975,34,99
243,216.0150268,32,34
381,216.5416816,15,20
631,216.5567084,35,81
252,217.0497317,32,34
418,217.965653,18,21
960,218.0626118,18,46
237,218.2790698,40,33
775,219.1202147,13,14
835,219.5073345,38,79
318,219.7674419,13,93
154,220.2994633,25,43
692,220.4404293,25,13
954,220.529517,32,89
840,221.1939177,27,79
322,222.3778175,36,93
843,222.9177102,36,79
936,223.2790698,28,75
250,223.5703041,37,34
297,223.9602862,17,17
816,224.4057245,26,58
671,224.4529517,41,55
604,224.7674419,41,12
488,224.9330948,21,18
122,225.1241503,33,44
810,225.2325581,31,51
156,226.2214669,8,43
295,226.9069767,1,17
644,227.1599284,32,45
520,227.4547406,45,59
419,228.937746,25,21
745,229.3760286,33,91
19,229.4651163,24,92
698,229.7674419,8,22
802,231.4368515,31,24
284,233.0067979,13,61
353,233.2790698,34,41
64,233.4132379,24,19
503,233.4389982,32,38
612,234.2050089,37,57
190,235.1652952,36,25
337,235.1860465,13,26
544,235.2615385,30,7
602,235.6962433,28,12
665,236.0683363,24,100
906,236.4178891,17,76
786,236.9642218,28,32
757,237.5813953,17,36
700,237.7881932,33,22
967,238.2064401,16,46
216,238.2790698,18,62
877,238.486941,39,49
638,239.4518784,9,86
738,239.4597496,41,63
163,239.6243292,26,78
223,239.7674419,9,82
209,239.8289803,8,96
896,239.957424,18,23
195,240.0379249,28,25
136,240.3370304,44,72
374,240.881932,5,69
145,241.6200358,16,28
354,241.6386404,32,41
147,241.6744186,17,28
841,242.3255814,10,79
176,242.5012522,23,31
124,243.1366726,22,44
870,243.2003578,35,49
241,243.2790698,7,34
796,243.9635063,31,95
584,244.0915921,23,54
822,244.7674419,25,58
915,247.1520572,20,27
104,247.3391771,18,40
388,248.2200358,36,20
956,248.3008945,27,89
351,248.7030411,39,41
603,249.1187835,33,12
728,249.4486583,6,88
464,249.8411449,16,48
881,250.1692308,20,87
524,250.8100179,27,59
169,251.5284436,9,31
646,252.8486583,21,45
710,252.965653,15,90
179,253.9266547,22,47
590,253.9985689,10,12
628,254.0347048,35,81
153,254.1860465,14,43
865,254.3477639,15,65
817,254.3856887,14,58
113,254.4851521,28,71
294,254.7481216,15,17
751,254.8085868,36,91
886,255.4211091,30,87
962,255.5781753,4,46
973,255.8465116,7,67
959,255.9202147,17,89
848,256.2890877,31,68
620,256.8991055,11,37
918,256.8991055,5,27
702,256.8991055,28,22
680,256.9069767,33,29
23,258.0697674,22,97
393,258.2790698,32,84
905,258.7577818,22,76
616,259.4651163,43,37
723,259.9559928,36,56
827,260.6415027,27,60
253,260.7495528,37,34
815,262.5127013,30,51
600,262.5581395,20,12
666,264.4093023,15,100
889,264.4143113,15,23
668,264.6150268,18,55
908,264.9703041,2,76
68,265.9935599,15,73
97,266.8822898,3,52
487,267.1509839,16,18
348,267.3313059,28,41
142,267.3610018,11,28
833,267.6440072,13,60
43,267.7810376,13,94
395,269.5338104,9,84
455,269.8465116,6,77
90,270.4404293,15,52
931,270.6429338,33,75
596,270.7094812,3,12
961,271.627907,31,46
762,271.9069767,4,70
286,271.9069767,35,42
764,271.9438283,27,70
165,273.2003578,27,78
930,275.0171735,11,27
219,275.0930233,13,62
679,275.5266547,41,29
14832,276.9069767,57,97
572,276.9069767,17,15
221,276.9874776,14,62
727,277.3019678,29,88
454,277.3255814,11,77
901,277.627907,16,76
814,278.5581395,16,51
396,279.8429338,27,84
605,280.0930233,30,57
71,280.0930233,13,73
116,281.4415027,5,71
942,281.9069767,37,75
371,282.19678,1,69
339,282.3255814,15,80
831,282.6336315,9,60
739,282.8711986,14,63
29,283.2790698,28,97
514,283.8057245,32,53
927,284.7674419,34,27
398,285.0608229,26,84
367,285.0930233,18,35
57,285.2708408,30,50
921,286.121288,11,27
152,286.2078712,39,43
813,287.1627907,33,51
768,287.4486583,7,70
784,288.2790698,36,32
497,288.2790698,25,38
288,290.1860465,9,42
898,290.3924866,8,23
110,290.4568873,16,71
18,291.1774597,28,8
873,292.2940966,15,49
352,292.5266547,27,41
855,293.3488372,15,68
14914,294.9906977,53,58
420,295.0697674,35,21
448,295.2093023,15,30
720,295.4221825,2,56
194,296.2615385,1,25
518,297.0998211,30,59
976,297.3091234,27,67
173,297.5416816,30,31
589,297.7742397,30,54
226,297.7957066,6,82
648,298.2790698,7,45
269,299.4651163,25,66
355,299.8200358,25,41
309,300.0368515,13,64
30,300.0518784,37,97
868,300.9602862,24,65
909,301.9137746,15,76
641,302.4322004,7,45
634,302.60322,19,86
161,303.4418605,8,78
754,303.9069767,22,91
166,303.937746,9,78
112,304.7674419,25,71
93,305.1924866,28,52
268,305.2325581,10,66
56,305.7237925,11,50
940,305.8329159,7,75
14851,308.5856887,47,10
890,308.7112701,25,23
334,308.937746,13,26
392,309.8042934,29,84
725,310.1148479,26,56
46,310.1545617,15,50
401,311.5141324,22,84
852,313.0067979,28,68
642,313.9889088,33,45
887,314.1141324,24,23
647,314.3227191,5,45
571,314.3910555,12,15
12,314.6729875,12,8
14960,314.7674419,49,5
402,317.0010733,17,74
543,317.0189624,15,7
67,317.4096601,5,73
928,318.611449,23,27
899,319.0669052,4,23
31,319.3828265,7,97
238,319.4518784,1,33
860,319.5259392,8,98
413,320.1860465,28,74
33,321.121288,34,97
966,321.4432916,8,46
25,323.4046512,18,97
304,323.4322004,24,64
405,323.5581395,7,74
907,323.5581395,17,76
932,323.8110912,20,75
917,324.5477639,21,27
606,325.1216458,28,57
14894,325.3023256,60,78
588,325.9685152,14,54
14743,326.6744186,65,53
923,327.0039356,3,27
735,328.1996422,21,63
107,328.4930233,3,40
900,329.0325581,14,76
494,329.1996422,21,18
548,329.634347,17,7
417,330.6715564,11,21
99,330.6812165,23,40
14868,331.8608229,42,28
719,332.8944544,4,90
748,333.1828265,34,91
203,333.4615385,6,96
35,333.9874776,3,94
130,334.4651163,28,72
139,334.6769231,19,72
451,335.0436494,23,77
850,335.2093023,25,68
210,336.0504472,15,96
245,336.4418605,11,34
624,337.1627907,6,81
874,338.9137746,11,49
629,342.6250447,5,81
633,342.9545617,12,86
14950,343.016458,54,5
425,343.454025,23,21
578,344.3513417,16,15
15,344.518068,13,8
204,344.9778175,2,96
273,345.0930233,19,66
729,345.3223614,33,88
797,345.70161,25,95
14945,346.80322,38,98
690,346.9177102,12,13
291,349.8139535,26,42
925,349.8522361,5,27
444,350.0930233,17,99
155,350.7330948,17,43
864,351.8890877,10,65
193,351.9069767,1,25
753,355.0930233,2,91
14816,355.1817531,54,54
384,355.1860465,27,20
14,355.2325581,6,8
109,355.2615385,18,40
360,357.1953488,12,35
14881,358.165653,29,6
282,358.4923077,23,61
685,358.6125224,8,13
303,358.9846154,12,17
910,360.1745975,31,76
872,360.4851521,10,49
188,361.6429338,14,47
229,361.8028623,5,33
94,362.7878354,10,52
799,363.5581395,10,24
47,365.1860465,5,50
387,365.7509839,23,20
722,366.439356,16,56
17,367.0150268,25,8
492,368.2790698,16,18
945,369.427907,12,83
114,369.881932,9,71
538,371.2325581,3,39
178,373.3674419,6,47
640,374.3391771,12,86
733,376.8991055,30,63
505,377.1023256,10,38
111,377.4307692,4,71
777,377.7960644,15,14
883,378.8357782,12,87
344,380.2325581,6,80
669,380.7660107,24,55
902,380.9037567,7,76
452,381.1860465,2,77
763,383.4418605,12,70
227,384.7674419,8,82
667,387.2397138,27,55
14883,388.4418605,58,6
730,388.937746,21,88
213,389.4046512,14,96
14750,389.7674419,61,4
946,389.7674419,14,83
837,391.2597496,3,79
117,391.427907,9,71
404,392.859034,1,74
609,394.5019678,23,57
333,395.1860465,6,26
378,395.2379249,12,20
103,396.4418605,6,40
939,396.627907,6,75
14966,400.1860465,52,16
882,401.2003578,21,87
75,402.3255814,5,73
781,403.2790698,11,32
96,403.2790698,3,52
272,404.0300537,7,66
869,405.1871199,13,65
14892,406.4529517,55,78
506,408.345975,5,38
838,408.6797853,11,79
180,409.0465116,5,47
461,411.121288,2,48
301,414.8028623,5,17
636,415.2093023,6,86
880,416.859034,3,49
65,416.8991055,22,19
58,416.9069767,17,50
280,418.693381,5,61
121,418.9685152,6,44
22,420.6046512,6,92
14963,421.7989267,44,16
581,421.8057245,4,15
14762,421.8991055,47,4
215,425.0930233,19,62
540,426.3241503,4,39
320,427.9874776,17,93
198,428.937746,2,25
693,429.0354204,3,13
361,430.0930233,2,35
897,431.1846154,2,23
800,432.8676208,17,24
426,434.0150268,4,85
785,434.345975,5,32
14913,435.2325581,33,58
14831,435.4525939,37,97
632,437.3091234,14,81
184,439.6243292,3,47
780,441.3563506,1,32
14848,442.3255814,40,10
14784,443.5581395,47,2
362,443.5581395,13,35
14919,443.5581395,59,58
14754,443.5581395,65,4
14805,443.5581395,16,100
14787,443.5581395,63,11
14763,443.5581395,42,4
14971,443.5581395,55,37
14972,443.5581395,62,37
14958,443.5581395,41,5
14973,443.5581395,59,37
14965,443.5581395,60,16
14884,443.5581395,53,6
14860,443.5581395,38,28
14888,443.5581395,64,9
14818,443.5581395,66,54
14822,443.5581395,64,3
14825,443.5581395,31,3
14767,443.5581395,66,4
14768,443.5581395,60,1
14844,443.5581395,33,10
14774,443.5581395,44,1
14890,443.5581395,59,9
14772,443.5581395,45,1
14854,445.0930233,51,30
167,445.1860465,15,31
14927,445.2615385,58,29
445,445.2683363,17,99
684,447.9985689,2,13
170,449.2912343,4,31
244,449.9889088,9,34
231,453.0468694,3,33
135,454.4651163,1,72
14922,454.9177102,8,58
14778,455.4071556,29,2
854,456.4418605,3,68
779,456.4418605,12,32
14855,456.8826476,32,30
14925,456.8991055,61,29
14948,457.7828265,48,98
14906,457.8350626,39,59
14909,458.0347048,19,59
14873,458.2093023,39,28
14756,458.3889088,34,4
14806,458.49839,39,100
14819,458.5477639,41,54
14771,458.7728086,65,1
400,458.9892665,15,84
14869,459.0350626,11,28
14877,459.2998211,44,6
14741,459.7706619,46,53
14932,459.7921288,62,51
14793,459.8293381,53,11
14946,460.070483,37,98
14968,460.0890877,53,16
14809,460.2618962,29,54
14800,460.5091234,51,100
14847,460.768873,50,10
14838,461.7677996,58,41
14912,461.8991055,33,59
14908,462.9728086,54,59
14798,463.0944544,52,100
14742,463.1259392,40,53
958,463.8644007,2,89
14918,465.0930233,66,58
14974,465.2325581,65,37
311,465.977102,2,64
741,466.2035778,6,63
14740,466.4332737,6,53
734,469.1123435,5,63
14870,469.2511628,21,28
317,469.7674419,12,93
14879,469.7978533,25,6
312,469.8754919,1,93
14939,469.9509839,45,98
14739,469.9724508,2,53
14880,470.1985689,52,6
127,471.0150268,10,72
14830,471.9001789,50,97
14923,472.2686941,31,29
14829,473.7706619,38,7
14901,473.8944544,44,78
14782,474.1277281,58,2
14904,474.188551,41,59
14975,474.4583184,58,37
14845,474.8769231,23,10
14898,475.1810376,43,78
14921,475.3177102,38,58
14896,475.4350626,53,78
14889,475.5738819,36,9
14852,475.6618962,65,30
14747,476.5513417,54,53
14895,476.7123435,39,78
14875,477.4404293,3,28
14780,478.0654741,50,2
789,478.0851521,2,32
760,478.7137746,1,70
14893,479.6676208,62,78
14934,480.0998211,66,51
457,482.7892665,10,77
14910,483.2053667,42,59
14977,483.2790698,53,37
14761,483.3105546,19,4
14814,483.6976744,61,54
51,483.7892665,8,50
14917,484.7624329,21,58
14841,485.1438283,39,41
14897,485.1710197,45,78
14938,487.2096601,26,98
14817,487.4486583,53,54
14776,487.6912343,30,1
14978,487.8479428,38,37
14905,488.126297,53,59
14887,488.2257603,31,9
14915,488.7051878,34,58
14943,489.0422182,8,98
14808,489.1559928,45,54
14810,489.3048301,23,54
14942,489.7577818,26,98
14937,489.8522361,62,98
14807,490.2772809,2,54
14976,490.4107335,24,37
14940,490.4483005,27,98
14967,490.881932,57,16
14826,491.9069767,1,3
14827,493.1202147,61,7
319,494.4007156,10,93
14865,494.4651163,50,28
14929,494.7853309,28,29
14779,495.4350626,65,2
14859,495.7728086,48,30
202,496.1449016,7,96
14856,496.2379249,4,30
14850,496.8890877,47,10
14947,497.6182469,27,98
14957,498.4132379,18,5
14820,499.1996422,44,54
14941,500.5406082,25,98
14872,500.7645796,28,28
14764,501.2711986,28,4
14804,501.293381,29,100
14952,502.1241503,28,5
14843,502.454025,41,10
14863,502.8168157,26,28
14911,503.0150268,47,59
14837,503.4418605,20,41
14944,503.4658318,13,98
14878,504.3896243,47,6
14770,504.5881932,39,1
14833,504.8808587,22,97
14885,504.9663685,22,9
14834,504.9828265,24,97
14907,505.3620751,29,59
14935,506.031127,6,51
14849,506.4418605,31,10
14781,506.577102,5,2
14538,507.3985689,60,20
376,507.6948122,5,69
14933,508.4268336,56,51
766,508.6332737,8,70
14874,508.6493739,2,28
14812,510.2937388,42,54
14886,510.3280859,56,9
14823,512.5635063,42,3
14964,512.6443649,16,16
14920,514.2758497,12,58
14821,514.5513417,23,3
14924,514.5556351,22,29
14775,514.6808587,33,1
14969,515.6697674,24,37
14803,515.9846154,31,100
14903,516.9735242,18,59
14857,517.3116279,31,30
14824,517.7545617,9,3
14777,519.2440072,17,1
14795,519.3971377,6,11
14858,520.0046512,1,30
756,520.0504472,3,36
14955,520.5388193,19,5
14792,520.8790698,15,11
14811,521.8207513,30,54
14749,522.7152057,47,53
208,523.2679785,7,96
14926,526.1284436,39,29
14757,526.6629696,38,4
14853,526.8797853,21,30
14867,526.9406082,24,28
14962,527.1209302,7,16
14801,527.434347,24,100
14953,527.6661896,20,5
14928,528.6035778,56,29
14791,529.8608229,17,11
14723,530.1860465,58,56
14876,530.3620751,18,6
14846,532.2550984,11,10
