batchNo,orderNo,time,pickup,dropoff
1,116,0,59,5
1,116,14.95813953,24,5
1,116,40.51520572,4,5
1,116,11.85474061,47,5
1,116,0,6,5
1,116,0,33,5
1,116,0,24,5
1,125,137.9162791,34,52
1,125,124.7205725,52,52
1,125,170.3023256,41,52
1,125,270.4404293,15,52
1,125,63.45187835,64,52
1,125,37.45545617,62,52
1,125,305.1924866,28,52
1,125,362.7878354,10,52
1,125,139.0067979,49,52
1,125,403.2790698,3,52
1,125,266.8822898,3,52
1,229,187.4554562,45,40
1,229,330.6812165,23,40
1,229,136.4157424,39,40
1,229,26.76708408,59,40
1,229,174.8007156,45,40
1,229,396.4418605,6,40
1,229,247.3391771,18,40
1,229,82.09159213,48,40
1,229,97.87978533,61,40
1,229,328.4930233,3,40
1,229,176.9069767,45,40
1,229,355.2615385,18,40
1,241,290.4568873,16,71
1,241,377.4307692,4,71
1,241,304.7674419,25,71
1,241,254.4851521,28,71
1,241,369.881932,9,71
1,241,64.89731664,58,71
1,241,281.4415027,5,71
1,241,391.427907,9,71
1,241,118.8293381,46,71
1,241,55.43112701,49,71
1,261,162.6182469,47,44
1,261,418.9685152,6,44
1,261,225.1241503,33,44
1,261,98.99033989,46,44
1,261,243.1366726,22,44
1,261,102.788551,44,44
1,261,31.509839,63,44
1,268,471.0150268,10,72
1,268,86.21753131,50,72
1,268,138.5474061,48,72
1,268,334.4651163,28,72
1,268,207.8669052,11,72
1,268,59.35241503,63,72
1,268,204.0300537,40,72
1,268,124.5817531,17,72
1,268,454.4651163,1,72
1,268,240.3370304,44,72
1,268,202.6865832,31,72
1,268,206.9069767,25,72
1,268,334.6769231,19,72
1,283,162.7055456,21,28
1,283,129.1584973,39,28
1,283,267.3610018,11,28
1,283,81.909839,46,28
1,283,133.3817531,57,28
1,283,241.6200358,16,28
1,283,123.5033989,55,28
1,283,241.6744186,17,28
1,283,95.65724508,45,28
1,283,161.121288,45,28
1,283,15.90840787,61,28
1,313,83.11914132,59,43
1,313,286.2078712,39,43
1,313,254.1860465,14,43
1,313,220.2994633,25,43
1,313,350.7330948,17,43
1,313,226.2214669,8,43
1,313,59.44615385,56,43
1,313,29.96064401,61,43
1,320,85.81824687,62,78
1,320,152.1194991,45,78
1,320,303.4418605,8,78
1,320,127.3717352,31,78
1,320,239.6243292,26,78
1,320,68.34203936,66,78
1,320,273.2003578,27,78
1,320,303.937746,9,78
1,330,445.1860465,15,31
1,330,118.8457961,39,31
1,330,251.5284436,9,31
1,330,449.2912343,4,31
1,330,24.71127013,62,31
1,330,127.0905188,48,31
1,330,297.5416816,30,31
1,330,58.53094812,57,31
1,330,110.529517,56,31
1,330,242.5012522,23,31
1,330,28.17245081,64,31
1,332,373.3674419,6,47
1,332,253.9266547,22,47
1,332,409.0465116,5,47
1,332,71.42468694,58,47
1,332,66.76493739,62,47
1,332,210.4103757,21,47
1,332,439.6243292,3,47
1,332,195.0930233,45,47
1,332,131.8046512,37,47
1,332,25.24436494,63,47
1,332,361.6429338,14,47
1,332,209.1499106,33,47
1,383,235.1652952,36,25
1,383,89.72379249,65,25
1,383,106.0887299,44,25
1,383,351.9069767,1,25
1,383,296.2615385,1,25
1,383,240.0379249,28,25
1,383,71.42397138,59,25
1,383,15.39892665,63,25
1,383,428.937746,2,25
1,383,32.10161002,61,25
1,383,98.08085868,56,25
1,383,116.5474061,40,25
1,396,496.1449016,7,96
1,396,333.4615385,6,96
1,396,344.9778175,2,96
1,396,124.913059,49,96
1,396,96.30840787,27,96
1,396,162.0300537,24,96
1,396,523.2679785,7,96
1,396,239.8289803,8,96
1,396,336.0504472,15,96
1,396,91.79964222,54,96
1,396,114.3033989,51,96
1,396,389.4046512,14,96
1,399,164.2840787,28,62
1,399,425.0930233,19,62
1,399,238.2790698,18,62
1,399,70.45867621,60,62
1,399,41.1627907,66,62
1,399,275.0930233,13,62
1,399,200.3677996,43,62
1,399,276.9874776,14,62
1,521,202.7370304,32,82
1,521,239.7674419,9,82
1,521,137.9019678,36,82
1,521,70.98318426,42,82
1,521,297.7957066,6,82
1,521,384.7674419,8,82
1,521,68.62254025,55,82
1,532,361.8028623,5,33
1,532,138.2618962,48,33
1,532,453.0468694,3,33
1,532,28.41860465,64,33
1,532,180.478712,35,33
1,532,193.9427549,46,33
1,532,167.89839,30,33
1,532,169.2790698,42,33
1,532,218.2790698,40,33
1,532,319.4518784,1,33
1,535,112.3255814,41,34
1,535,82.19463327,56,34
1,535,243.2790698,7,34
1,535,165.3624329,30,34
1,535,216.0150268,32,34
1,535,449.9889088,9,34
1,535,336.4418605,11,34
1,535,177.9584973,16,34
1,535,105.0411449,59,34
1,535,93.5313059,55,34
1,535,26.79284436,65,34
1,535,223.5703041,37,34
1,535,96.25187835,55,34
1,535,217.0497317,32,34
1,535,260.7495528,37,34
1,554,0,31,10
1,554,25.00250447,47,10
1,554,15.45974955,5,10
1,554,27.39749553,1,10
1,554,66.62325581,17,10
1,554,24.95599284,49,10
1,554,29.52200358,11,10
1,554,25.02969589,35,10
1,554,0,48,10
1,554,0,8,10
1,554,12.61681574,55,10
1,578,53.82110912,62,66
1,578,183.5406082,46,66
1,578,98.2254025,55,66
1,578,305.2325581,10,66
1,578,299.4651163,25,66
1,578,174.9094812,38,66
1,578,57.69946333,57,66
1,578,404.0300537,7,66
1,578,345.0930233,19,66
1,578,53.73738819,63,66
1,578,198.2003578,50,66
1,581,43.38890877,64,61
1,581,46.37352415,64,61
1,581,214.1914132,41,61
1,581,212.0368515,21,61
1,581,418.693381,5,61
1,581,201.4418605,18,61
1,581,358.4923077,23,61
1,581,162.3813953,31,61
1,581,233.0067979,13,61
1,582,42.73488372,61,42
1,582,271.9069767,35,42
1,582,159.7889088,43,42
1,582,290.1860465,9,42
1,582,46.50089445,63,42
1,582,32.57602862,63,42
1,582,349.8139535,26,42
1,587,82.44293381,56,17
1,587,69.89481216,55,17
1,587,254.7481216,15,17
1,587,226.9069767,1,17
1,587,114.1302326,49,17
1,587,223.9602862,17,17
1,587,195.5384615,33,17
1,587,12.49516995,62,17
1,587,175.8597496,39,17
1,587,414.8028623,5,17
1,587,116.7062612,61,17
1,587,358.9846154,12,17
1,588,323.4322004,24,64
1,588,60.88515206,41,64
1,588,75.09481216,64,64
1,588,170.188551,26,64
1,588,165.177102,7,64
1,588,300.0368515,13,64
1,588,101.8225403,62,64
1,588,465.977102,2,64
1,590,469.8754919,1,93
1,590,162.3255814,50,93
1,590,107.6093023,40,93
1,590,147.5184258,53,93
1,590,133.3431127,45,93
1,590,469.7674419,12,93
1,590,219.7674419,13,93
1,590,494.4007156,10,93
1,590,427.9874776,17,93
1,590,186.627907,39,93
1,590,222.3778175,36,93
1,590,93.13416816,59,93
1,622,0,36,3
1,622,16.38640429,26,3
1,622,0,53,3
1,622,39.35384615,44,3
1,622,14.30053667,36,3
1,622,0,27,3
1,622,0,4,3
1,632,58.69910555,66,26
1,632,97.4118068,63,26
1,632,395.1860465,6,26
1,632,308.937746,13,26
1,632,100.7033989,44,26
1,632,157.5799642,44,26
1,632,235.1860465,13,26
1,632,15.44400716,58,26
1,635,282.3255814,15,80
1,635,74.84293381,59,80
1,635,119.6293381,42,80
1,635,92.8765653,48,80
1,635,188.2296959,37,80
1,635,380.2325581,6,80
1,644,27.51484794,59,41
1,644,107.1033989,46,41
1,644,189.8057245,39,41
1,644,267.3313059,28,41
1,644,96.25474061,54,41
1,644,38.19821109,57,41
1,644,248.7030411,39,41
1,644,292.5266547,27,41
1,644,233.2790698,34,41
1,644,241.6386404,32,41
1,644,299.8200358,25,41
1,644,60.1059034,62,41
1,644,143.7745975,51,41
1,644,183.8207513,48,41
1,665,65.7509839,62,35
1,665,357.1953488,12,35
1,665,430.0930233,2,35
1,665,443.5581395,13,35
1,665,201.4418605,44,35
1,665,162.3227191,40,35
1,665,31.13202147,64,35
1,665,41.909839,58,35
1,665,285.0930233,18,35
1,665,96.20250447,47,35
1,668,67.67155635,57,69
1,668,196.4418605,22,69
1,668,282.19678,1,69
1,668,182.9051878,23,69
1,668,150.0930233,29,69
1,668,240.881932,5,69
1,668,58.13381038,58,69
1,668,507.6948122,5,69
1,668,157.6350626,49,69
1,671,395.2379249,12,20
1,671,75.60930233,58,20
1,671,73.22003578,53,20
1,671,216.5416816,15,20
1,671,15.71592129,65,20
1,671,12.60465116,66,20
1,671,355.1860465,27,20
1,671,137.3330948,45,20
1,671,60.04436494,48,20
1,671,365.7509839,23,20
1,671,248.2200358,36,20
1,671,168.6261181,32,20
1,684,149.7481216,54,84
1,684,197.1677996,15,84
1,684,309.8042934,29,84
1,684,258.2790698,32,84
1,684,68.09660107,51,84
1,684,269.5338104,9,84
1,684,279.8429338,27,84
1,684,156.372093,39,84
1,684,285.0608229,26,84
1,684,206.5874776,10,84
1,684,458.9892665,15,84
1,684,311.5141324,22,84
1,696,317.0010733,17,74
1,696,66.12593918,52,74
1,696,392.859034,1,74
1,696,323.5581395,7,74
1,696,150.4021467,47,74
1,696,82.18246869,45,74
1,696,71.76100179,55,74
1,696,181.0697674,11,74
1,696,90.84078712,38,74
1,696,114.8257603,34,74
1,696,139.9599284,29,74
1,696,320.1860465,28,74
1,699,16.18461538,61,21
1,699,178.1516995,23,21
1,699,86.45152057,64,21
1,699,330.6715564,11,21
1,699,217.965653,18,21
1,699,228.937746,25,21
1,699,295.0697674,35,21
1,699,153.2790698,45,21
1,699,67.32307692,62,21
1,699,166.9960644,31,21
1,699,142.5431127,32,21
1,699,343.454025,23,21
1,701,434.0150268,4,85
1,701,165.0039356,51,85
1,701,98.06797853,31,85
1,701,85.0039356,37,85
1,701,78.68264758,60,85
1,701,88.32057245,54,85
1,715,0,54,6
1,715,14.0529517,38,6
1,715,37.18568873,27,6
1,715,30.41431127,22,6
1,715,16.07298748,16,6
1,715,13.66583184,38,6
1,715,38.16243292,42,6
1,715,0,55,6
1,715,0,50,6
1,735,205.7452594,2,99
1,735,148.9302326,29,99
1,735,215.3745975,34,99
1,735,350.0930233,17,99
1,735,445.2683363,17,99
1,735,168.6812165,37,99
1,735,143.9277281,37,99
1,743,295.2093023,15,30
1,743,13.75527728,65,30
1,743,103.4504472,53,30
1,766,335.0436494,23,77
1,766,381.1860465,2,77
1,766,199.7220036,31,77
1,766,277.3255814,11,77
1,766,269.8465116,6,77
1,766,69.19713775,62,77
1,766,482.7892665,10,77
1,766,136.8601073,47,77
1,766,213.0708408,25,77
1,793,25.96708408,59,48
1,793,411.121288,2,48
1,793,121.7466905,30,48
1,793,184.9055456,31,48
1,793,249.8411449,16,48
1,793,54.17531306,55,48
1,793,180.749195,28,48
1,793,198.8754919,39,48
1,793,171.2465116,48,48
1,815,68.1588551,2,16
1,815,27.92987478,44,16
1,815,13.21717352,39,16
1,815,0,59,16
1,815,42.84722719,15,16
1,815,53.71019678,3,16
1,815,31.76386404,13,16
1,815,11.69874776,52,16
1,815,16.85008945,20,16
1,815,14.12379249,23,16
1,815,16.85867621,6,16
1,827,41.32307692,60,18
1,827,79.64722719,59,18
1,827,83.0411449,54,18
1,827,125.019678,25,18
1,827,143.8357782,30,18
1,827,179.7674419,26,18
1,827,69.60071556,47,18
1,827,267.1509839,16,18
1,827,224.9330948,21,18
1,827,127.1398927,59,18
1,827,173.6243292,28,18
1,827,15.44186047,62,18
1,827,368.2790698,16,18
1,827,193.2003578,5,18
1,827,329.1996422,21,18
1,827,200.2615385,31,18
1,829,70.88014311,48,38
1,829,288.2790698,25,38
1,829,32.56529517,65,38
1,829,178.1602862,51,38
1,829,179.9330948,19,38
1,829,137.1105546,13,38
1,829,208.7005367,32,38
1,829,233.4389982,32,38
1,829,29.88908766,61,38
1,829,377.1023256,10,38
1,829,408.345975,5,38
1,829,190.709839,3,38
1,829,124.2640429,55,38
1,829,82.79284436,61,38
1,836,74.10661896,37,53
1,836,45.14490161,59,53
1,836,126.0193202,58,53
1,836,57.6744186,61,53
1,836,283.8057245,32,53
1,836,138.1001789,57,53
1,836,108.8314848,51,53
1,855,150.945975,10,59
1,855,297.0998211,30,59
1,855,35.95706619,54,59
1,855,227.4547406,45,59
1,855,87.32593918,46,59
1,855,132.9152057,41,59
1,855,137.1742397,22,59
1,855,250.8100179,27,59
1,855,43.15706619,59,59
1,861,29.05545617,24,4
1,861,0,38,4
1,861,0,41,4
1,861,0,46,4
1,861,13.60572451,49,4
1,861,54.20822898,9,4
1,861,0,33,4
1,861,25.32665474,49,4
1,908,194.2132379,15,39
1,908,53.33237925,64,39
1,908,146.5960644,46,39
1,908,31.63649374,49,39
1,908,371.2325581,3,39
1,908,116.7141324,51,39
1,908,426.3241503,4,39
1,908,201.6923077,37,39
1,909,195.0930233,43,7
1,909,317.0189624,15,7
1,909,235.2615385,30,7
1,909,155.3230769,34,7
1,909,0,64,7
1,909,46.22182469,65,7
1,909,329.634347,17,7
1,909,106.5595707,54,7
1,909,96.30626118,37,7
1,917,26.53023256,24,11
1,917,0,17,11
1,917,26.83220036,9,11
1,917,14.54955277,39,11
1,917,14.16744186,9,11
1,917,52.26046512,19,11
1,917,28.69338104,41,11
1,917,14.16529517,43,11
1,917,38.71699463,8,11
1,920,0,64,2
1,920,13.65796064,55,2
1,920,35.58783542,30,2
1,920,0,48,2
1,920,16.33774597,57,2
1,920,0,51,2
1,920,14.17173524,2,2
1,920,53.02826476,40,2
1,920,0,27,2
1,920,0,46,2
1,926,14.63542039,65,15
1,926,314.3910555,12,15
1,926,276.9069767,17,15
1,926,125.9205725,39,15
1,926,0,66,15
1,926,101.9112701,58,15
1,926,46.6039356,51,15
1,926,149.7674419,43,15
1,926,344.3513417,16,15
1,926,52.31413238,57,15
1,926,128.152415,54,15
1,926,421.8057245,4,15
1,952,75.72379249,66,54
1,952,207.7277281,40,54
1,952,244.0915921,23,54
1,952,171.4304114,36,54
1,952,96.77495528,66,54
1,952,47.84686941,48,54
1,952,325.9685152,14,54
1,952,297.7742397,30,54
1,958,253.9985689,10,12
1,958,76.61824687,62,12
1,958,125.2765653,39,12
1,958,68.67906977,55,12
1,958,207.3828265,37,12
1,958,135.9062612,47,12
1,958,270.7094812,3,12
1,958,0,66,12
1,958,183.7413238,40,12
1,958,53.80250447,57,12
1,958,262.5581395,20,12
1,958,144.4651163,41,12
1,958,235.6962433,28,12
1,958,249.1187835,33,12
1,958,224.7674419,41,12
1,969,280.0930233,30,57
1,969,325.1216458,28,57
1,969,122.3563506,46,57
1,969,69.53488372,57,57
1,969,394.5019678,23,57
1,969,71.83255814,61,57
1,969,43.04543828,51,57
1,969,234.2050089,37,57
1,969,41.91055456,66,57
1,969,118.1159213,44,57
1,971,22.68121646,64,37
1,971,259.4651163,43,37
1,971,185.3388193,16,37
1,971,33.92772809,60,37
1,971,109.1685152,51,37
1,971,256.8991055,11,37
1,971,99.84472272,52,37
1,971,209.9427549,43,37
1,1033,142.5044723,35,81
1,1033,337.1627907,6,81
1,1033,73.78389982,55,81
1,1033,150.4078712,46,81
1,1033,156.5645796,34,81
1,1033,254.0347048,35,81
1,1033,342.6250447,5,81
1,1033,139.5413238,48,81
1,1033,216.5567084,35,81
1,1033,437.3091234,14,81
1,1039,342.9545617,12,86
1,1039,302.60322,19,86
1,1039,84.80214669,54,86
1,1039,415.2093023,6,86
1,1039,185.7237925,43,86
1,1039,239.4518784,9,86
1,1039,200.1148479,42,86
1,1039,374.3391771,12,86
1,1040,302.4322004,7,45
1,1040,313.9889088,33,45
1,1040,78.31270125,61,45
1,1040,227.1599284,32,45
1,1040,95.90912343,58,45
1,1040,252.8486583,21,45
1,1040,314.3227191,5,45
1,1040,298.2790698,7,45
1,1040,191.9069767,41,45
1,1040,48.99463327,65,45
1,1040,111.0218247,45,45
1,1040,201.9205725,30,45
1,1040,167.1134168,47,45
1,1040,110.0744186,18,45
1,1059,0,64,1
1,1059,16.27191413,19,1
1,1059,0,9,1
1,1059,15.47191413,57,1
1,1059,32.69123435,6,1
1,1059,41.04973166,3,1
1,1059,0,52,1
1,1059,0,47,1
1,1059,0,28,1
1,1059,0,52,1
1,1077,236.0683363,24,100
1,1077,264.4093023,15,100
1,1097,387.2397138,27,55
1,1097,264.6150268,18,55
1,1097,380.7660107,24,55
1,1097,152.4121646,28,55
1,1097,224.4529517,41,55
1,1097,147.5742397,37,55
1,1097,152.0837209,56,55
1,1097,39.47191413,64,55
1,1100,56.73703041,46,29
1,1100,80.14025045,50,29
1,1100,119.363864,48,29
1,1100,43.47048301,50,29
1,1100,275.5266547,41,29
1,1100,256.9069767,33,29
1,1100,11.67012522,65,29
1,1102,61.08407871,51,13
1,1102,0,62,13
1,1102,447.9985689,2,13
1,1102,358.6125224,8,13
1,1102,45.44758497,63,13
1,1102,151.5713775,28,13
1,1102,201.8282648,33,13
1,1102,167.8125224,36,13
1,1102,346.9177102,12,13
1,1102,101.0432916,41,13
1,1102,220.4404293,25,13
1,1102,429.0354204,3,13
1,1102,136.8991055,36,13
1,1102,112.2912343,58,13
1,1102,105.2937388,43,13
1,1103,176.8958855,10,22
1,1103,229.7674419,8,22
1,1103,112.3599284,55,22
1,1103,237.7881932,33,22
1,1103,138.1051878,54,22
1,1103,256.8991055,28,22
1,1103,117.0003578,53,22
1,1103,175.9205725,34,22
1,1103,46.70268336,61,22
1,1103,122.9416816,42,22
1,1103,151.1134168,32,22
1,1103,13.78676208,66,22
1,1103,113.3760286,45,22
1,1114,252.965653,15,90
1,1114,95.12844365,46,90
1,1114,174.4486583,46,90
1,1114,213.0010733,35,90
1,1114,194.8125224,18,90
1,1114,127.0547406,52,90
1,1114,180.436136,20,90
1,1114,164.1452594,55,90
1,1114,83.64221825,30,90
1,1114,332.8944544,4,90
1,1132,295.4221825,2,56
1,1132,41.37960644,63,56
1,1132,366.439356,16,56
1,1132,259.9559928,36,56
1,1132,192.3033989,31,56
1,1132,310.1148479,26,56
1,1163,134.7985689,48,88
1,1163,277.3019678,29,88
1,1163,249.4486583,6,88
1,1163,345.3223614,33,88
1,1163,388.937746,21,88
1,1163,170.7509839,49,88
1,1163,87.21359571,59,88
1,1187,376.8991055,30,63
1,1187,469.1123435,5,63
1,1187,328.1996422,21,63
1,1187,194.7674419,35,63
1,1187,55.78747764,35,63
1,1187,239.4597496,41,63
1,1187,282.8711986,14,63
1,1187,158.0039356,27,63
1,1187,466.2035778,6,63
1,1210,533.9806798,7,91
1,1210,111.2701252,26,91
1,1210,152.7277281,30,91
1,1210,229.3760286,33,91
1,1210,82.2039356,52,91
1,1210,189.2808587,40,91
1,1210,333.1828265,34,91
1,1210,207.8987478,30,91
1,1210,151.563864,16,91
1,1210,254.8085868,36,91
1,1210,100.8014311,52,91
1,1210,355.0930233,2,91
1,1210,303.9069767,22,91
1,1229,108.7406082,44,36
1,1229,520.0504472,3,36
1,1229,237.5813953,17,36
1,1229,30.50375671,63,36
1,1229,98.07298748,49,36
1,1232,478.7137746,1,70
1,1232,62.51735242,62,70
1,1232,271.9069767,4,70
1,1232,383.4418605,12,70
1,1232,271.9438283,27,70
1,1232,52.77853309,61,70
1,1232,508.6332737,8,70
1,1232,173.2322004,17,70
1,1232,287.4486583,7,70
1,1232,148.2790698,45,70
1,1232,169.2436494,36,70
1,1232,153.3567084,32,70
1,1242,68.2332737,31,14
1,1242,0,63,14
1,1242,64.62254025,55,14
1,1242,219.1202147,13,14
1,1242,82.48586762,58,14
1,1242,377.7960644,15,14
1,1242,40.3921288,58,14
1,1245,456.4418605,12,32
1,1245,441.3563506,1,32
1,1245,403.2790698,11,32
1,1245,29.19427549,65,32
1,1245,54.97960644,59,32
1,1245,288.2790698,36,32
1,1245,434.345975,5,32
1,1245,236.9642218,28,32
1,1245,121.4812165,49,32
1,1245,192.231127,17,32
1,1245,478.0851521,2,32
1,1245,29.47978533,43,32
1,1251,202.4744186,37,95
1,1251,104.9946333,59,95
1,1251,140.2561717,43,95
1,1251,194.1749553,37,95
1,1251,170.2093023,45,95
1,1251,243.9635063,31,95
1,1251,345.70161,25,95
1,1259,129.0726297,35,24
1,1259,363.5581395,10,24
1,1259,432.8676208,17,24
1,1259,106.3584973,44,24
1,1259,231.4368515,31,24
1,1259,109.1477639,61,24
1,1259,135.6779964,30,24
1,1259,16.59677996,65,24
1,1264,193.8822898,46,51
1,1264,195.2615385,33,51
1,1264,97.42826476,50,51
1,1264,40.53166369,43,51
1,1264,225.2325581,31,51
1,1264,121.3946333,55,51
1,1264,59.66296959,58,51
1,1264,287.1627907,33,51
1,1264,278.5581395,16,51
1,1264,262.5127013,30,51
1,1266,224.4057245,26,58
1,1266,254.3856887,14,58
1,1266,57.0118068,59,58
1,1266,119.5062612,58,58
1,1266,114.3806798,48,58
1,1266,44.26833631,58,58
1,1266,244.7674419,25,58
1,1266,127.9305903,48,58
1,1266,154.1681574,48,58
1,1266,158.2790698,40,58
1,1277,161.9069767,48,60
1,1277,260.6415027,27,60
1,1277,128.0937388,31,60
1,1277,67.77817531,55,60
1,1277,88.75778175,56,60
1,1277,282.6336315,9,60
1,1277,182.9187835,35,60
1,1277,267.6440072,13,60
1,1277,50.40930233,62,60
1,1306,219.5073345,38,79
1,1306,214.4400716,32,79
1,1306,391.2597496,3,79
1,1306,408.6797853,11,79
1,1306,70.05581395,57,79
1,1306,221.1939177,27,79
1,1306,242.3255814,10,79
1,1306,112.3062612,34,79
1,1306,222.9177102,36,79
1,1306,84.10518784,59,79
1,1306,116.8107335,40,79
1,1306,78.2118068,41,79
1,1306,152.7420394,46,79
1,1313,256.2890877,31,68
1,1313,74.91735242,58,68
1,1313,335.2093023,25,68
1,1313,215.2382826,20,68
1,1313,313.0067979,28,68
1,1313,56.78998211,61,68
1,1313,456.4418605,3,68
1,1313,293.3488372,15,68
1,1313,113.3953488,33,68
1,1329,206.0872987,9,98
1,1329,121.8404293,39,98
1,1329,135.7159213,42,98
1,1329,319.5259392,8,98
1,1329,197.9406082,23,98
1,1329,123.7853309,52,98
1,1329,139.752415,49,98
1,1360,351.8890877,10,65
1,1360,254.3477639,15,65
1,1360,207.106619,38,65
1,1360,58.15169946,56,65
1,1360,300.9602862,24,65
1,1360,405.1871199,13,65
1,1398,243.2003578,35,49
1,1398,209.7055456,29,49
1,1398,360.4851521,10,49
1,1398,292.2940966,15,49
1,1398,338.9137746,11,49
1,1398,136.8987478,54,49
1,1398,133.0003578,51,49
1,1398,238.486941,39,49
1,1398,155.4883721,38,49
1,1398,31.20930233,60,49
1,1398,416.859034,3,49
1,1435,250.1692308,20,87
1,1435,401.2003578,21,87
1,1435,378.8357782,12,87
1,1435,211.79678,48,87
1,1435,80.22468694,66,87
1,1435,255.4211091,30,87
1,1445,314.1141324,24,23
1,1445,12,64,23
1,1445,264.4143113,15,23
1,1445,308.7112701,25,23
1,1445,32.11663685,55,23
1,1445,122.3542039,37,23
1,1445,196.9069767,24,23
1,1445,186.0697674,44,23
1,1445,41.2450805,61,23
1,1445,239.957424,18,23
1,1445,431.1846154,2,23
1,1445,290.3924866,8,23
1,1445,319.0669052,4,23
1,1446,329.0325581,14,76
1,1446,277.627907,16,76
1,1446,380.9037567,7,76
1,1446,130.6268336,45,76
1,1446,62.93881932,64,76
1,1446,258.7577818,22,76
1,1446,236.4178891,17,76
1,1446,323.5581395,17,76
1,1446,264.9703041,2,76
1,1446,301.9137746,15,76
1,1446,360.1745975,31,76
1,1446,67.9549195,63,76
1,1446,85.04329159,42,76
1,1499,97.50053667,59,27
1,1499,91.97137746,45,27
1,1499,247.1520572,20,27
1,1499,139.6937388,57,27
1,1499,324.5477639,21,27
1,1499,256.8991055,5,27
1,1499,163.2078712,10,27
1,1499,159.6243292,30,27
1,1499,286.121288,11,27
1,1499,106.1660107,48,27
1,1499,327.0039356,3,27
1,1499,12.10232558,64,27
1,1499,349.8522361,5,27
1,1499,196.4418605,29,27
1,1499,284.7674419,34,27
1,1499,318.611449,23,27
1,1499,51.12987478,62,27
1,1499,275.0171735,11,27
1,1500,270.6429338,33,75
1,1500,323.8110912,20,75
1,1500,188.2003578,40,75
1,1500,202.5652952,37,75
1,1500,187.2200358,33,75
1,1500,223.2790698,28,75
1,1500,114.7169946,58,75
1,1500,141.9785331,52,75
1,1500,396.627907,6,75
1,1500,305.8329159,7,75
1,1500,58.01645796,62,75
1,1500,281.9069767,37,75
1,1501,173.2790698,40,83
1,1501,78.21323792,51,83
1,1501,369.427907,12,83
1,1501,389.7674419,14,83
1,1501,65.63506261,55,83
1,1501,108.9381038,54,83
1,1515,96.81932021,47,89
1,1515,93.92271914,43,89
1,1515,89.60644007,62,89
1,1515,160.8372093,51,89
1,1515,108.2797853,55,89
1,1515,220.529517,32,89
1,1515,158.3456172,36,89
1,1515,248.3008945,27,89
1,1515,145.2325581,49,89
1,1515,463.8644007,2,89
1,1515,255.9202147,17,89
1,1517,218.0626118,18,46
1,1517,271.627907,31,46
1,1517,255.5781753,4,46
1,1517,125.0740608,41,46
1,1517,190.0930233,32,46
1,1517,47.99928444,64,46
1,1517,321.4432916,8,46
1,1517,238.2064401,16,46
1,1581,69.55348837,56,67
1,1581,51.95062612,60,67
1,1581,172.5581395,47,67
1,1581,160.7084079,29,67
1,1581,149.4876565,40,67
1,1581,255.8465116,7,67
1,1581,157.6347048,49,67
1,1581,85.93059034,53,67
1,1581,297.3091234,27,67
2,183,7346.226476,57,57
2,183,7386.53703,25,57
2,183,7400.541324,12,57
2,183,7361.648301,38,57
2,183,7443.121646,14,57
2,183,7375.263327,29,57
2,183,7431.592487,2,57
2,183,7473.121646,10,57
2,183,7374.089803,49,57
2,183,7346.226476,56,57
