,time,pickup,dropoff
158,47.99928444,64,46
159,48.99463327,65,45
160,49.88980322,16,9
161,50.40930233,62,60
162,51.12987478,62,27
163,51.90268336,56,19
164,51.95062612,60,67
165,52.26046512,19,11
166,52.31413238,57,15
167,52.77853309,61,70
168,53.02826476,40,2
169,53.15778175,4,9
170,53.33237925,64,39
171,53.71019678,3,16
172,53.73738819,63,66
173,53.80250447,57,12
174,53.82110912,62,66
175,54.17531306,55,48
176,54.20822898,9,4
177,54.25330948,55,73
178,54.97960644,59,32
179,55.43112701,49,71
180,55.78747764,35,63
181,56.73703041,46,29
182,56.78998211,61,68
183,57.0118068,59,58
184,57.6744186,61,53
185,57.69946333,57,66
186,58.01645796,62,75
187,58.13381038,58,69
188,58.15169946,56,65
189,58.53094812,57,31
190,58.69910555,66,26
191,59.35241503,63,72
192,59.44615385,56,43
193,59.66296959,58,51
194,60.04436494,48,20
195,60.1059034,62,41
196,60.88515206,41,64
197,61.08407871,51,13
198,62.51735242,62,70
199,62.93881932,64,76
200,63.45187835,64,52
201,64.62254025,55,14
202,64.89731664,58,71
203,65.63506261,55,83
204,65.7509839,62,35
205,66.12593918,52,74
206,66.62325581,17,10
207,66.76493739,62,47
208,67.32307692,62,21
209,67.67155635,57,69
210,67.77817531,55,60
211,67.9549195,63,76
212,68.09660107,51,84
213,68.1588551,2,16
214,68.2332737,31,14
215,68.34203936,66,78
216,68.62254025,55,82
217,68.67906977,55,12
218,69.19713775,62,77
219,69.53488372,57,57
220,69.55348837,56,67
221,69.60071556,47,18
222,69.89481216,55,17
223,70.05581395,57,79
224,70.45867621,60,62
225,70.88014311,48,38
226,70.98318426,42,82
227,71.42397138,59,25
228,71.42468694,58,47
229,71.76100179,55,74
230,71.83255814,61,57
231,72.5352415,51,50
232,73.22003578,53,20
233,73.78389982,55,81
234,74.10661896,37,53
235,74.84293381,59,80
236,74.91735242,58,68
237,75.09481216,64,64
238,75.60930233,58,20
239,75.72379249,66,54
240,76.61824687,62,12
241,76.99463327,54,8
242,78.2118068,41,79
243,78.21323792,51,83
244,78.31270125,61,45
245,78.68264758,60,85
246,79.64722719,59,18
247,80.14025045,50,29
248,80.22468694,66,87
249,81.33738819,52,50
250,81.909839,46,28
251,82.09159213,48,40
252,82.18246869,45,74
253,82.19463327,56,34
254,82.2039356,52,91
255,82.38926655,49,19
256,82.44293381,56,17
257,82.48586762,58,14
258,82.58676208,57,94
259,82.79284436,61,38
260,83.00465116,57,19
261,83.0411449,54,18
262,83.11914132,59,43
263,83.2980322,54,73
264,83.64221825,30,90
265,84.10518784,59,79
266,84.80214669,54,86
267,85.0039356,37,85
268,85.04329159,42,76
269,85.77674419,46,50
270,85.81824687,62,78
271,85.93059034,53,67
272,86.21753131,50,72
273,86.45152057,64,21
274,87.21359571,59,88
275,87.32593918,46,59
276,88.32057245,54,85
277,88.54525939,52,50
278,88.75778175,56,60
279,89.60644007,62,89
280,89.72379249,65,25
281,90.17245081,50,8
282,90.84078712,38,74
283,91.79964222,54,96
284,91.97137746,45,27
285,92.8765653,48,80
286,93.13416816,59,93
287,93.5313059,55,34
288,93.92271914,43,89
289,94.17316637,52,73
290,94.59892665,54,50
291,95.12844365,46,90
292,95.65724508,45,28
293,95.90912343,58,45
294,96.04794275,57,92
295,96.20250447,47,35
296,96.25187835,55,34
297,96.25474061,54,41
298,96.30626118,37,7
299,96.30840787,27,96
300,96.77495528,66,54
301,96.81932021,47,89
302,97.4118068,63,26
303,97.42826476,50,51
304,97.50053667,59,27
305,97.87978533,61,40
306,98.06797853,31,85
307,98.07298748,49,36
308,98.08085868,56,25
309,98.2254025,55,66
310,98.99033989,46,44
311,99.84472272,52,37
312,99.86762075,51,94
313,100.7033989,44,26
314,100.8014311,52,91
315,101.0432916,41,13
316,101.8225403,62,64
317,101.9112701,58,15
318,102.788551,44,44
319,103.4504472,53,30
320,104.9946333,59,95
321,105.0411449,59,34
322,105.2937388,43,13
323,106.0887299,44,25
324,106.1660107,48,27
325,106.3584973,44,24
326,106.5595707,54,7
327,107.1033989,46,41
328,107.6093023,40,93
329,107.7137746,45,73
330,108.2797853,55,89
331,108.7406082,44,36
332,108.8314848,51,53
333,108.9381038,54,83
334,109.1012522,57,73
335,109.1477639,61,24
336,109.1685152,51,37
337,110.0744186,18,45
338,110.529517,56,31
339,111.0218247,45,45
340,111.2701252,26,91
341,112.2912343,58,13
342,112.3062612,34,79
343,112.3255814,41,34
344,112.3599284,55,22
345,112.4958855,61,8
346,113.3760286,45,22
347,113.3953488,33,68
348,114.0772809,49,50
349,114.1302326,49,17
350,114.3033989,51,96
351,114.3806798,48,58
352,114.7169946,58,75
353,114.7674419,35,97
354,114.8257603,34,74
355,115.2615385,49,8
356,116.5474061,40,25
357,116.7062612,61,17
358,116.7141324,51,39
359,116.8107335,40,79
360,117.0003578,53,22
361,118.1159213,44,57
362,118.8293381,46,71
363,118.8457961,39,31
364,119.363864,48,29
365,119.5062612,58,58
366,119.6293381,42,80
367,121.3946333,55,51
368,121.4812165,49,32
369,121.7466905,30,48
370,121.8404293,39,98
371,122.3542039,37,23
372,122.3563506,46,57
373,122.9416816,42,22
374,123.5033989,55,28
375,123.5620751,50,19
376,123.7853309,52,98
377,124.2640429,55,38
378,124.5817531,17,72
379,124.7205725,52,52
380,124.913059,49,96
381,125.019678,25,18
382,125.0490161,33,97
383,125.0740608,41,46
384,125.2765653,39,12
385,125.9205725,39,15
386,126.0193202,58,53
387,127.0547406,52,90
388,127.0905188,48,31
389,127.1398927,59,18
390,127.3717352,31,78
391,127.9305903,48,58
392,128.0937388,31,60
393,128.152415,54,15
394,129.0726297,35,24
395,129.1584973,39,28
396,129.8357782,35,94
397,130.6268336,45,76
398,131.8046512,37,47
399,132.9152057,41,59
400,133.0003578,51,49
401,133.3431127,45,93
402,133.3817531,57,28
403,134.7985689,48,88
404,135.6779964,30,24
405,135.7159213,42,98
406,135.9062612,47,12
407,136.4157424,39,40
408,136.8601073,47,77
409,136.8987478,54,49
410,136.8991055,36,13
411,137.1105546,13,38
412,137.1742397,22,59
413,137.3330948,45,20
414,137.9019678,36,82
415,137.9162791,34,52
416,138.1001789,57,53
417,138.1051878,54,22
418,138.2618962,48,33
419,138.5474061,48,72
420,139.0067979,49,52
421,139.5413238,48,81
422,139.6937388,57,27
423,139.752415,49,98
424,139.9599284,29,74
425,140.2561717,43,95
426,141.9785331,52,75
427,142.5044723,35,81
428,142.5431127,32,21
429,143.7745975,51,41
430,143.8357782,30,18
431,143.9277281,37,99
432,144.4651163,41,12
433,145.2325581,49,89
434,146.5960644,46,39
435,147.1177102,54,94
436,147.5184258,53,93
437,147.5742397,37,55
438,148.2790698,45,70
439,148.9302326,29,99
440,149.4876565,40,67
441,149.7481216,54,84
442,149.7674419,43,15
443,150.0930233,29,69
444,150.4021467,47,74
445,150.4078712,46,81
446,150.945975,10,59
447,151.1134168,32,22
448,151.4418605,14,97
449,151.563864,16,91
450,151.5713775,28,13
451,152.0837209,56,55
452,152.1194991,45,78
453,152.4121646,28,55
454,152.7277281,30,91
455,152.7420394,46,79
456,153.2790698,45,21
457,153.3567084,32,70
458,154.1681574,48,58
459,155.2615385,38,94
460,155.3230769,34,7
461,155.4883721,38,49
462,156.372093,39,84
463,156.5645796,34,81
464,157.5799642,44,26
465,157.6347048,49,67
466,157.6350626,49,69
467,158.0039356,27,63
468,158.2790698,40,58
469,158.3456172,36,89
470,159.6243292,30,27
471,159.7889088,43,42
472,160.7084079,29,67
473,160.8372093,51,89
474,160.8522361,40,73
475,161.121288,45,28
476,161.9069767,48,60
477,162.0300537,24,96
478,162.3227191,40,35
479,162.3255814,50,93
480,162.3813953,31,61
481,162.6182469,47,44
482,162.7055456,21,28
483,163.2078712,10,27
484,164.1452594,55,90
485,164.2840787,28,62
486,165.0039356,51,85
487,165.177102,7,64
488,165.3624329,30,34
489,166.9960644,31,21
490,167.1134168,47,45
491,167.8125224,36,13
492,167.89839,30,33
493,168.6261181,32,20
494,168.6812165,37,99
495,169.2436494,36,70
496,169.2790698,42,33
497,170.188551,26,64
498,170.2093023,45,95
499,170.3023256,41,52
500,170.7509839,49,88
501,171.2465116,48,48
502,171.4304114,36,54
503,172.5581395,47,67
504,173.2322004,17,70
505,173.2790698,40,83
506,173.6243292,28,18
507,174.4486583,46,90
508,174.6962433,50,92
509,174.8007156,45,40
510,174.9094812,38,66
511,175.8597496,39,17
512,175.9205725,34,22
513,176.8958855,10,22
514,176.9069767,45,40
515,177.3266547,31,97
516,177.9584973,16,34
517,178.1516995,23,21
518,178.1602862,51,38
519,179.7674419,26,18
520,179.9330948,19,38
521,180.436136,20,90
522,180.478712,35,33
523,180.749195,28,48
524,181.0697674,11,74
525,181.2694097,26,8
526,182.9051878,23,69
527,182.9187835,35,60
528,183.5406082,46,66
529,183.7413238,40,12
530,183.8207513,48,41
531,184.9055456,31,48
532,185.3388193,16,37
533,185.7237925,43,86
534,186.0697674,44,23
535,186.627907,39,93
536,187.2200358,33,75
537,187.4554562,45,40
538,188.2003578,40,75
539,188.2296959,37,80
540,188.6139535,38,97
541,189.2808587,40,91
542,189.8057245,39,41
543,190.0930233,32,46
544,190.709839,3,38
545,191.0225403,14,73
546,191.9069767,41,45
547,192.231127,17,32
548,192.3033989,31,56
549,193.2003578,5,18
550,193.8822898,46,51
551,193.9427549,46,33
552,194.1749553,37,95
553,194.2132379,15,39
554,194.7674419,35,63
555,194.8125224,18,90
556,195.0930233,43,7
557,195.0930233,45,47
558,195.2615385,33,51
559,195.5384615,33,17
560,196.4418605,29,27
561,196.4418605,22,69
562,196.9069767,24,23
563,197.1677996,15,84
564,197.9406082,23,98
565,198.2003578,50,66
566,198.8754919,39,48
567,199.7220036,31,77
568,200.1148479,42,86
569,200.2615385,31,18
570,200.3677996,43,62
571,200.5373882,30,94
572,201.4418605,18,61
573,201.4418605,44,35
574,201.6923077,37,39
575,201.8282648,33,13
576,201.9205725,30,45
577,202.4744186,37,95
578,202.5652952,37,75
579,202.6865832,31,72
580,202.7370304,32,82
581,204.0300537,40,72
582,205.2093023,28,50
583,205.7452594,2,99
584,206.0872987,9,98
585,206.5874776,10,84
586,206.9069767,25,72
587,207.106619,14,94
588,207.106619,38,65
589,207.3828265,37,12
590,207.7277281,40,54
591,207.8669052,11,72
592,207.8987478,30,91
593,208.7005367,32,38
594,209.1499106,33,47
595,209.7055456,29,49
596,209.9427549,43,37
597,210.4103757,21,47
598,211.79678,48,87
599,212.0368515,21,61
600,213.0010733,35,90
601,213.0708408,25,77
602,214.1914132,41,61
603,214.4400716,32,79
604,215.2382826,20,68
605,215.3745975,34,99
606,216.0150268,32,34
607,216.5416816,15,20
608,216.5567084,35,81
609,217.0497317,32,34
610,217.965653,18,21
611,218.0626118,18,46
612,218.2790698,40,33
613,219.1202147,13,14
614,219.5073345,38,79
615,219.7674419,13,93
616,220.2994633,25,43
617,220.4404293,25,13
618,220.529517,32,89
619,221.1939177,27,79
620,222.3778175,36,93
621,222.9177102,36,79
622,223.2790698,28,75
623,223.5703041,37,34
624,223.9602862,17,17
625,224.4057245,26,58
626,224.4529517,41,55
627,224.7674419,41,12
628,224.9330948,21,18
629,225.1241503,33,44
630,225.2325581,31,51
631,226.2214669,8,43
632,226.9069767,1,17
633,227.1599284,32,45
634,227.4547406,45,59
635,228.937746,25,21
636,229.3760286,33,91
637,229.4651163,24,92
638,229.7674419,8,22
639,231.4368515,31,24
640,233.0067979,13,61
641,233.2790698,34,41
642,233.4132379,24,19
643,233.4389982,32,38
644,234.2050089,37,57
645,235.1652952,36,25
646,235.1860465,13,26
647,235.2615385,30,7
648,235.6962433,28,12
649,236.0683363,24,100
650,236.4178891,17,76
651,236.9642218,28,32
652,237.5813953,17,36
653,237.7881932,33,22
654,238.2064401,16,46
655,238.2790698,18,62
656,238.486941,39,49
657,239.4518784,9,86
658,239.4597496,41,63
659,239.6243292,26,78
660,239.7674419,9,82
661,239.8289803,8,96
662,239.957424,18,23
663,240.0379249,28,25
664,240.3370304,44,72
665,240.881932,5,69
666,241.6200358,16,28
667,241.6386404,32,41
668,241.6744186,17,28
669,242.3255814,10,79
670,242.5012522,23,31
671,243.1366726,22,44
672,243.2003578,35,49
673,243.2790698,7,34
674,243.9635063,31,95
675,244.0915921,23,54
676,244.7674419,25,58
677,247.1520572,20,27
678,247.3391771,18,40
679,248.2200358,36,20
680,248.3008945,27,89
681,248.7030411,39,41
682,249.1187835,33,12
683,249.4486583,6,88
684,249.8411449,16,48
685,250.1692308,20,87
686,250.8100179,27,59
687,251.5284436,9,31
688,252.8486583,21,45
689,252.965653,15,90
690,253.9266547,22,47
691,253.9985689,10,12
692,254.0347048,35,81
693,254.1860465,14,43
694,254.3477639,15,65
695,254.3856887,14,58
696,254.4851521,28,71
697,254.7481216,15,17
698,254.8085868,36,91
699,255.4211091,30,87
700,255.5781753,4,46
701,255.8465116,7,67
702,255.9202147,17,89
703,256.2890877,31,68
704,256.8991055,11,37
705,256.8991055,5,27
706,256.8991055,28,22
707,256.9069767,33,29
708,258.0697674,22,97
709,258.2790698,32,84
710,258.7577818,22,76
711,259.4651163,43,37
712,259.9559928,36,56
713,260.6415027,27,60
714,260.7495528,37,34
715,262.5127013,30,51
716,262.5581395,20,12
717,264.4093023,15,100
718,264.4143113,15,23
719,264.6150268,18,55
720,264.9703041,2,76
721,265.9935599,15,73
722,266.8822898,3,52
723,267.1509839,16,18
724,267.3313059,28,41
725,267.3610018,11,28
726,267.6440072,13,60
727,267.7810376,13,94
728,269.5338104,9,84
729,269.8465116,6,77
730,270.4404293,15,52
731,270.6429338,33,75
732,270.7094812,3,12
733,271.627907,31,46
734,271.9069767,4,70
735,271.9069767,35,42
736,271.9438283,27,70
737,273.2003578,27,78
738,275.0171735,11,27
739,275.0930233,13,62
740,275.5266547,41,29
741,276.9069767,57,97
742,276.9069767,17,15
743,276.9874776,14,62
744,277.3019678,29,88
745,277.3255814,11,77
746,277.627907,16,76
747,278.5581395,16,51
748,279.8429338,27,84
749,280.0930233,30,57
750,280.0930233,13,73
751,281.4415027,5,71
752,281.9069767,37,75
753,282.19678,1,69
754,282.3255814,15,80
755,282.6336315,9,60
756,282.8711986,14,63
757,283.2790698,28,97
758,283.8057245,32,53
759,284.7674419,34,27
760,285.0608229,26,84
761,285.0930233,18,35
762,285.2708408,30,50
763,286.121288,11,27
764,286.2078712,39,43
765,287.1627907,33,51
766,287.4486583,7,70
767,288.2790698,36,32
768,288.2790698,25,38
769,290.1860465,9,42
770,290.3924866,8,23
771,290.4568873,16,71
772,291.1774597,28,8
773,292.2940966,15,49
774,292.5266547,27,41
775,293.3488372,15,68
776,294.9906977,53,58
777,295.0697674,35,21
778,295.2093023,15,30
779,295.4221825,2,56
780,296.2615385,1,25
781,297.0998211,30,59
782,297.3091234,27,67
783,297.5416816,30,31
784,297.7742397,30,54
785,297.7957066,6,82
786,298.2790698,7,45
787,299.4651163,25,66
788,299.8200358,25,41
789,300.0368515,13,64
790,300.0518784,37,97
791,300.9602862,24,65
792,301.9137746,15,76
793,302.4322004,7,45
794,302.60322,19,86
795,303.4418605,8,78
796,303.9069767,22,91
797,303.937746,9,78
798,304.7674419,25,71
799,305.1924866,28,52
800,305.2325581,10,66
801,305.7237925,11,50
802,305.8329159,7,75
803,308.5856887,47,10
804,308.7112701,25,23
805,308.937746,13,26
806,309.8042934,29,84
807,310.1148479,26,56
808,310.1545617,15,50
809,311.5141324,22,84
810,313.0067979,28,68
811,313.9889088,33,45
812,314.1141324,24,23
813,314.3227191,5,45
814,314.3910555,12,15
815,314.6729875,12,8
816,314.7674419,49,5
817,317.0010733,17,74
818,317.0189624,15,7
819,317.4096601,5,73
820,318.611449,23,27
821,319.0669052,4,23
822,319.3828265,7,97
823,319.4518784,1,33
824,319.5259392,8,98
825,320.1860465,28,74
826,321.121288,34,97
827,321.4432916,8,46
828,323.4046512,18,97
829,323.4322004,24,64
830,323.5581395,7,74
831,323.5581395,17,76
832,323.8110912,20,75
833,324.5477639,21,27
834,325.1216458,28,57
835,325.3023256,60,78
836,325.9685152,14,54
837,326.6744186,65,53
838,327.0039356,3,27
839,328.1996422,21,63
840,328.4930233,3,40
841,329.0325581,14,76
842,329.1996422,21,18
843,329.634347,17,7
844,330.6715564,11,21
845,330.6812165,23,40
846,331.8608229,42,28
847,332.8944544,4,90
848,333.1828265,34,91
849,333.4615385,6,96
850,333.9874776,3,94
851,334.4651163,28,72
852,334.6769231,19,72
853,335.0436494,23,77
854,335.2093023,25,68
855,336.0504472,15,96
856,336.4418605,11,34
857,337.1627907,6,81
858,338.9137746,11,49
859,342.6250447,5,81
860,342.9545617,12,86
861,343.016458,54,5
862,343.454025,23,21
863,344.3513417,16,15
864,344.518068,13,8
865,344.9778175,2,96
866,345.0930233,19,66
867,345.3223614,33,88
868,345.70161,25,95
869,346.80322,38,98
870,346.9177102,12,13
871,349.8139535,26,42
872,349.8522361,5,27
873,350.0930233,17,99
874,350.7330948,17,43
875,351.8890877,10,65
876,351.9069767,1,25
877,355.0930233,2,91
878,355.1817531,54,54
879,355.1860465,27,20
880,355.2325581,6,8
881,355.2615385,18,40
882,357.1953488,12,35
883,358.165653,29,6
884,358.4923077,23,61
885,358.6125224,8,13
886,358.9846154,12,17
887,360.1745975,31,76
888,360.4851521,10,49
889,361.6429338,14,47
890,361.8028623,5,33
891,362.7878354,10,52
892,363.5581395,10,24
893,365.1860465,5,50
894,365.7509839,23,20
895,366.439356,16,56
896,367.0150268,25,8
897,368.2790698,16,18
898,369.427907,12,83
899,369.881932,9,71
900,371.2325581,3,39
901,373.3674419,6,47
902,374.3391771,12,86
903,376.8991055,30,63
904,377.1023256,10,38
905,377.4307692,4,71
906,377.7960644,15,14
907,378.8357782,12,87
908,380.2325581,6,80
909,380.7660107,24,55
910,380.9037567,7,76
911,381.1860465,2,77
912,383.4418605,12,70
913,384.7674419,8,82
914,387.2397138,27,55
915,388.4418605,58,6
916,388.937746,21,88
917,389.4046512,14,96
918,389.7674419,61,4
919,389.7674419,14,83
920,391.2597496,3,79
921,391.427907,9,71
922,392.859034,1,74
923,394.5019678,23,57
924,395.1860465,6,26
925,395.2379249,12,20
926,396.4418605,6,40
927,396.627907,6,75
928,400.1860465,52,16
929,401.2003578,21,87
930,402.3255814,5,73
931,403.2790698,11,32
932,403.2790698,3,52
933,404.0300537,7,66
934,405.1871199,13,65
935,406.4529517,55,78
936,408.345975,5,38
937,408.6797853,11,79
938,409.0465116,5,47
939,411.121288,2,48
940,414.8028623,5,17
941,415.2093023,6,86
942,416.859034,3,49
943,416.8991055,22,19
944,416.9069767,17,50
945,418.693381,5,61
946,418.9685152,6,44
947,420.6046512,6,92
948,421.7989267,44,16
949,421.8057245,4,15
950,421.8991055,47,4
951,425.0930233,19,62
952,426.3241503,4,39
953,427.9874776,17,93
954,428.937746,2,25
955,429.0354204,3,13
956,430.0930233,2,35
957,431.1846154,2,23
958,432.8676208,17,24
959,434.0150268,4,85
960,434.345975,5,32
961,435.2325581,33,58
962,435.4525939,37,97
963,437.3091234,14,81
964,439.6243292,3,47
965,441.3563506,1,32
966,442.3255814,40,10
967,443.5581395,47,2
968,443.5581395,13,35
969,443.5581395,59,58
970,443.5581395,65,4
971,443.5581395,16,100
972,443.5581395,63,11
973,443.5581395,42,4
974,443.5581395,55,37
975,443.5581395,62,37
976,443.5581395,41,5
977,443.5581395,59,37
978,443.5581395,60,16
979,443.5581395,53,6
980,443.5581395,38,28
981,443.5581395,64,9
982,443.5581395,66,54
983,443.5581395,64,3
984,443.5581395,31,3
985,443.5581395,66,4
986,443.5581395,60,1
987,443.5581395,33,10
988,443.5581395,44,1
989,443.5581395,59,9
990,443.5581395,45,1
991,445.0930233,51,30
992,445.1860465,15,31
993,445.2615385,58,29
994,445.2683363,17,99
995,447.9985689,2,13
996,449.2912343,4,31
997,449.9889088,9,34
998,453.0468694,3,33
999,454.4651163,1,72
1000,454.9177102,8,58
1001,455.4071556,29,2
1002,456.4418605,3,68
1003,456.4418605,12,32
1004,456.8826476,32,30
1005,456.8991055,61,29
1006,457.7828265,48,98
1007,457.8350626,39,59
1008,458.0347048,19,59
1009,458.2093023,39,28
1010,458.3889088,34,4
1011,458.49839,39,100
1012,458.5477639,41,54
1013,458.7728086,65,1
1014,458.9892665,15,84
1015,459.0350626,11,28
1016,459.2998211,44,6
1017,459.7706619,46,53
1018,459.7921288,62,51
1019,459.8293381,53,11
1020,460.070483,37,98
1021,460.0890877,53,16
1022,460.2618962,29,54
1023,460.5091234,51,100
1024,460.768873,50,10
1025,461.7677996,58,41
1026,461.8991055,33,59
1027,462.9728086,54,59
1028,463.0944544,52,100
1029,463.1259392,40,53
1030,463.8644007,2,89
1031,465.0930233,66,58
1032,465.2325581,65,37
1033,465.977102,2,64
1034,466.2035778,6,63
1035,466.4332737,6,53
1036,469.1123435,5,63
1037,469.2511628,21,28
1038,469.7674419,12,93
1039,469.7978533,25,6
1040,469.8754919,1,93
1041,469.9509839,45,98
1042,469.9724508,2,53
1043,470.1985689,52,6
1044,471.0150268,10,72
1045,471.9001789,50,97
1046,472.2686941,31,29
1047,473.7706619,38,7
1048,473.8944544,44,78
1049,474.1277281,58,2
1050,474.188551,41,59
1051,474.4583184,58,37
1052,474.8769231,23,10
1053,475.1810376,43,78
1054,475.3177102,38,58
1055,475.4350626,53,78
1056,475.5738819,36,9
1057,475.6618962,65,30
1058,476.5513417,54,53
1059,476.7123435,39,78
1060,477.4404293,3,28
1061,478.0654741,50,2
1062,478.0851521,2,32
1063,478.7137746,1,70
1064,479.6676208,62,78
1065,480.0998211,66,51
1066,482.7892665,10,77
1067,483.2053667,42,59
1068,483.2790698,53,37
1069,483.3105546,19,4
1070,483.6976744,61,54
1071,483.7892665,8,50
1072,484.7624329,21,58
1073,485.1438283,39,41
1074,485.1710197,45,78
1075,487.2096601,26,98
1076,487.4486583,53,54
1077,487.6912343,30,1
1078,487.8479428,38,37
1079,488.126297,53,59
1080,488.2257603,31,9
1081,488.7051878,34,58
1082,489.0422182,8,98
1083,489.1559928,45,54
1084,489.3048301,23,54
1085,489.7577818,26,98
1086,489.8522361,62,98
1087,490.2772809,2,54
1088,490.4107335,24,37
1089,490.4483005,27,98
1090,490.881932,57,16
1091,491.9069767,1,3
1092,493.1202147,61,7
1093,494.4007156,10,93
1094,494.4651163,50,28
1095,494.7853309,28,29
1096,495.4350626,65,2
1097,495.7728086,48,30
1098,496.1449016,7,96
1099,496.2379249,4,30
1100,496.8890877,47,10
1101,497.6182469,27,98
1102,498.4132379,18,5
1103,499.1996422,44,54
1104,500.5406082,25,98
1105,500.7645796,28,28
1106,501.2711986,28,4
1107,501.293381,29,100
1108,502.1241503,28,5
1109,502.454025,41,10
1110,502.8168157,26,28
1111,503.0150268,47,59
1112,503.4418605,20,41
1113,503.4658318,13,98
1114,504.3896243,47,6
1115,504.5881932,39,1
1116,504.8808587,22,97
1117,504.9663685,22,9
1118,504.9828265,24,97
1119,505.3620751,29,59
1120,506.031127,6,51
1121,506.4418605,31,10
1122,506.577102,5,2
1123,507.3985689,60,20
1124,507.6948122,5,69
1125,508.4268336,56,51
1126,508.6332737,8,70
1127,508.6493739,2,28
1128,510.2937388,42,54
1129,510.3280859,56,9
1130,512.5635063,42,3
1131,512.6443649,16,16
1132,514.2758497,12,58
1133,514.5513417,23,3
1134,514.5556351,22,29
1135,514.6808587,33,1
1136,515.6697674,24,37
1137,515.9846154,31,100
1138,516.9735242,18,59
1139,517.3116279,31,30
1140,517.7545617,9,3
1141,519.2440072,17,1
1142,519.3971377,6,11
1143,520.0046512,1,30
1144,520.0504472,3,36
1145,520.5388193,19,5
1146,520.8790698,15,11
1147,521.8207513,30,54
1148,522.7152057,47,53
1149,523.2679785,7,96
1150,526.1284436,39,29
1151,526.6629696,38,4
1152,526.8797853,21,30
1153,526.9406082,24,28
1154,527.1209302,7,16
1155,527.434347,24,100
1156,527.6661896,20,5
1157,528.6035778,56,29
1158,529.8608229,17,11
1159,530.1860465,58,56
1160,530.3620751,18,6
1161,532.2550984,11,10
1162,533.1502683,65,11
1163,533.6855098,1,54
